len	idea	target	title
11			Do More Negative Samples Necessarily Hurt In Contrastive Learning? 1101-1116
7	H-Consistency Bounds	Surrogate Loss Minimizers	H-Consistency Bounds for Surrogate Loss Minimizers
11	Sparser Solutions Without Sacrificing Runtime	Iterative Hard Thresholding	Iterative Hard Thresholding with Adaptive Regularization: Sparser Solutions Without Sacrificing Runtime
9	Incremental Learning and Hindsight Experience Replay	Proving Theorems	Proving Theorems using Incremental Learning and Hindsight Experience Replay
11	missing values	Near-optimal rate of consistency for linear models	Near-optimal rate of consistency for linear models with missing values
9			How Tempering Fixes Data Augmentation in Bayesian Neural Networks
9			ASAP.SGD: Instance-based Adaptiveness to Staleness in Asynchronous SGD
12	Generative Model	Noisy Prediction Calibration	From Noisy Prediction to True Label: Noisy Prediction Calibration via Generative Model
13	A General Framework	Self-supervised Learning in Speech, Vision and Language	data2vec: A General Framework for Self-supervised Learning in Speech, Vision and Language
10	End-to-End Balancing	Causal Continuous Treatment-Effect Estimation	End-to-End Balancing for Causal Continuous Treatment-Effect Estimation
10	A Hierarchical Transitive-Aligned Graph Kernel	Un-attributed Graphs	A Hierarchical Transitive-Aligned Graph Kernel for Un-attributed Graphs
10	Imperfect Information	Near-Optimal Learning of Extensive-Form Games	Near-Optimal Learning of Extensive-Form Games with Imperfect Information
11	Contrastive Learning for Multi-Label Classification	Gaussian Mixture Variational Autoencoder	Gaussian Mixture Variational Autoencoder with Contrastive Learning for Multi-Label Classification
12	Alignment-Aware Acoustic and Text Pretraining	Speech Synthesis and Editing	A3T: Alignment-Aware Acoustic and Text Pretraining for Speech Synthesis and Editing
9	Stability Based Generalization Bounds	Exponential Family Langevin Dynamics	Stability Based Generalization Bounds for Exponential Family Langevin Dynamics
7	Randomized Smoothing	Certified Neural Network Watermarks	Certified Neural Network Watermarks with Randomized Smoothing
11			Data Scaling Laws in NMT: The Effect of Noise and Architecture
7	Transferring Unstable Features	Learning Stable Classifiers	Learning Stable Classifiers by Transferring Unstable Features
9			Fast Composite Optimization and Statistical Recovery in Federated Learning
7	Generative Modeling	Multi-task Visual Learning	Generative Modeling for Multi-task Visual Learning
11	Imperfect Mean in Diffusion Probabilistic Models	Estimating the Optimal Covariance	Estimating the Optimal Covariance with Imperfect Mean in Diffusion Probabilistic Models
9			On the Surrogate Gap between Contrastive and Supervised Losses
10	A Method	Comparing Neural Network Representations	Representation Topology Divergence: A Method for Comparing Neural Network Representations
13	Taming an Intractable Problem with Invex Relaxation	Sparse Mixed Linear Regression	Sparse Mixed Linear Regression with Guarantees: Taming an Intractable Problem with Invex Relaxation
11			Neural Fisher Discriminant Analysis: Optimal Neural Network Embeddings in Polynomial Time
14			Fictitious Play and Best-Response Dynamics in Identical Interest and Zero-Sum Stochastic Games
5			Information Discrepancy in Strategic Learning
12			On the Hidden Biases of Policy Mirror Ascent in Continuous Action Spaces
7	Estimating Expertise of Demonstrators	Imitation Learning	Imitation Learning by Estimating Expertise of Demonstrators
8			Matching Normalizing Flows and Probability Paths on Manifolds
9			Stochastic Contextual Dueling Bandits under Linear Stochastic Transitivity Models
3			Neural Inverse Kinematic
13	Gaussian Processes	Volatility Based Kernels and Moving Average Means for Accurate Forecasting	Volatility Based Kernels and Moving Average Means for Accurate Forecasting with Gaussian Processes
12			Gradient Descent on Neurons and its Link to Approximate Second-order Optimization
13			Safe Learning in Tree-Form Sequential Decision Making: Handling Hard and Soft Constraints
13			Skin Deep Unlearning: Artefact and Instrument Debiasing in the Context of Melanoma Classification
9	Domain Expert in the Loop	Approximate Bayesian Computation	Approximate Bayesian Computation with Domain Expert in the Loop
6			Minimax M-estimation under Adversarial Contamination
8	Nearly Optimal Catoni's M-estimator	Infinite Variance	Nearly Optimal Catoni's M-estimator for Infinite Variance
8			Personalization Improves Privacy-Accuracy Tradeoffs in Federated Learning
8	Non-Vacuous Generalisation Bounds	Shallow Neural Networks	Non-Vacuous Generalisation Bounds for Shallow Neural Networks
3			Structure-preserving GANs
4			Scalable Spike-and-Slab
21			Breaking Down Out-of-Distribution Detection: Many Methods Based on OOD Training Data Estimate a Combination of the Same Core Quantities
7	A query-optimal algorithm	finding counterfactuals	A query-optimal algorithm for finding counterfactuals
8			Popular decision tree algorithms are provably noise tolerant
8	Deep Reinforcement Learning	Optimizing Sequential Experimental Design	Optimizing Sequential Experimental Design with Deep Reinforcement Learning
11	Lagrangian Method	Q-Function Learning (with Applications to Machine Translation)	Lagrangian Method for Q-Function Learning (with Applications to Machine Translation)
16	Generalized Results	the Existence and Consistency of the MLE in the Bradley-Terry-Luce Model	Generalized Results for the Existence and Consistency of the MLE in the Bradley-Terry-Luce Model
14			How to Train Your Wide Neural Network Without Backprop: An Input-Weight Alignment Perspective
9	Retrieving from Trillions of Tokens	Improving Language Models	Improving Language Models by Retrieving from Trillions of Tokens
9	Lie Point Symmetry Data Augmentation	Neural PDE Solvers	Lie Point Symmetry Data Augmentation for Neural PDE Solvers
13	optimality guarantees	An iterative clustering algorithm for the Contextual Stochastic Block Model	An iterative clustering algorithm for the Contextual Stochastic Block Model with optimality guarantees
8	Tractable Dendritic RNNs	Reconstructing Nonlinear Dynamical Systems	Tractable Dendritic RNNs for Reconstructing Nonlinear Dynamical Systems
9	Fused Gromov-Wasserstein Barycenters	Learning to Predict Graphs	Learning to Predict Graphs with Fused Gromov-Wasserstein Barycenters
8	Patch Based Features	Efficient Learning of CNNs	Efficient Learning of CNNs using Patch Based Features
8			Causal structure-based root cause analysis of outliers
11	A Benchmark	Transfer Learning across Modalities, Tasks, and Languages	IGLUE: A Benchmark for Transfer Learning across Modalities, Tasks, and Languages
7	Interactive Inverse Reinforcement Learning	Cooperative Games	Interactive Inverse Reinforcement Learning for Cooperative Games
8			Convolutional and Residual Networks Provably Contain Lottery Tickets
12	Near-Optimal Algorithms	Autonomous Exploration and Multi-Goal Stochastic Shortest Path	Near-Optimal Algorithms for Autonomous Exploration and Multi-Goal Stochastic Shortest Path
5			Convergence of Invariant Graph Networks
12	Provable Sample Efficiency	Linear Function Approximation	Reinforcement Learning from Partial Observation: Linear Function Approximation with Provable Sample Efficiency
12	Evaluating a Few Unique Candidates Multiple Times	Scaling Gaussian Process Optimization	Scaling Gaussian Process Optimization by Evaluating a Few Unique Candidates Multiple Times
6			Adaptive Gaussian Process Change Point Detection
5	diffeomorphism invariance	Measuring dissimilarity	Measuring dissimilarity with diffeomorphism invariance
12			A Model-Agnostic Randomized Learning Framework based on Random Hypothesis Subspace Sampling
12	Unknown Hyperparameters for Safety-Critical Applications	Gaussian Process Uniform Error Bounds	Gaussian Process Uniform Error Bounds with Unknown Hyperparameters for Safety-Critical Applications
14			Burst-Dependent Plasticity and Dendritic Amplification Support Target-Based Learning and Hierarchical Imitation Learning
18			A Marriage between Adversarial Team Games and 2-player Games: Enabling Abstractions, No-regret Learning, and Subgame Solving
9	Crafting a More Efficient Catalyst	Convex Optimization	RECAPP: Crafting a More Efficient Catalyst for Convex Optimization
9			Estimating and Penalizing Induced Preference Shifts in Recommender Systems
14	Towards Zero-Shot Multi-Speaker TTS and Zero-Shot Voice Conversion	Everyone	YourTTS: Towards Zero-Shot Multi-Speaker TTS and Zero-Shot Voice Conversion for Everyone
6			The Infinite Contextual Graph Markov Model
9	Vertically Partitioned Data	Communication-Efficient Learning	Compressed-VFL: Communication-Efficient Learning with Vertically Partitioned Data
9	the Best of Both Worlds	Online Learning	Online Learning with Knapsacks: the Best of Both Worlds
8			Stabilizing Off-Policy Deep Reinforcement Learning from Pixels
11			Accelerated, Optimal and Parallel: Some results on model-based stochastic optimization
8			Robust Imitation Learning against Variations in Environment Dynamics
4	Adaptive Weights	Fairness	Fairness with Adaptive Weights
10	A Unified Learning Framework	Language Model Rationale Extraction	UNIREX: A Unified Learning Framework for Language Model Rationale Extraction
12			Revisiting Label Smoothing and Knowledge Distillation Compatibility: What was Missing? 2890-2916
9			Style Equalization: Unsupervised Learning of Controllable Generative Sequence Models
8	Learning Bellman Complete Representations	Offline Policy Evaluation	Learning Bellman Complete Representations for Offline Policy Evaluation
8			Sample Efficient Learning of Predictors that Complement Humans
4			Nyström Kernel Mean Embeddings
8			Coarsening the Granularity: Towards Structurally Sparse Lottery Tickets
8	Probabilistic Teacher	Learning Domain Adaptive Object Detection	Learning Domain Adaptive Object Detection with Probabilistic Teacher
11			The Fundamental Price of Secure Aggregation in Differentially Private Federated Learning
10			Perfectly Balanced: Improving Transfer and Robustness of Supervised Contrastive Learning
11	Logarithmic Regret and Risk	Strategies for Safe Multi-Armed Bandits	Strategies for Safe Multi-Armed Bandits with Logarithmic Regret and Risk
12			On the Sample Complexity of Learning Infinite-horizon Discounted Linear Kernel MDPs
6	Streaming Algorithms	Support-Aware Histograms	Streaming Algorithms for Support-Aware Histograms
11	Linear MDP	Improved No-Regret Algorithms for Stochastic Shortest Path	Improved No-Regret Algorithms for Stochastic Shortest Path with Linear MDP
10	Constraints	Learning Infinite-horizon Average-reward Markov Decision Process	Learning Infinite-horizon Average-reward Markov Decision Process with Constraints
5			Active Multi-Task Representation Learning
8			On Collective Robustness of Bagging Against Data Poisoning
3			Online Active Regression
10	Costly Signaling	Pricing	Selling Data To a Machine Learner: Pricing via Costly Signaling
15	Learning Panoptic Electrocardio Representations	Multi-view ECG Synthesis Conditioned on Heart Diseases	ME-GAN: Learning Panoptic Electrocardio Representations for Multi-view ECG Synthesis Conditioned on Heart Diseases
5			Weisfeiler-Lehman Meets Gromov-Wasserstein
9			On Non-local Convergence Analysis of Deep Linear Networks
8	Flow-based Recurrent Belief State Learning	POMDPs	Flow-based Recurrent Belief State Learning for POMDPs
7	Structure-Aware Transformer	Graph Representation Learning	Structure-Aware Transformer for Graph Representation Learning
11	Secure Aggregation	The Poisson Binomial Mechanism for Unbiased Federated Learning	The Poisson Binomial Mechanism for Unbiased Federated Learning with Secure Aggregation
6			Learning Mixtures of Linear Dynamical Systems
16			On Well-posedness and Minimax Optimal Rates of Nonparametric Q-function Estimation in Off-policy Evaluation
7	Learned Predictions	Faster Fundamental Graph Algorithms	Faster Fundamental Graph Algorithms via Learned Predictions
13			Improve Single-Point Zeroth-Order Optimization Using High-Pass and Low-Pass Filters
12	Deep Variational Graph Convolutional Recurrent Network	Multivariate Time Series Anomaly Detection	Deep Variational Graph Convolutional Recurrent Network for Multivariate Time Series Anomaly Detection
8	Joint Task and Data Scheduling	Auxiliary Learning	Auxiliary Learning with Joint Task and Data Scheduling
6			Optimization-Induced Graph Implicit Nonlinear Diffusion
12	Sampling Noise and Label Noise via Eigen-Reptile	Robust Meta-learning	Robust Meta-learning with Sampling Noise and Label Noise via Eigen-Reptile
7	Adaptive Model Design	Markov Decision Process	Adaptive Model Design for Markov Decision Process
12			State Transition of Dendritic Spines Improves Learning of Sparse Spiking Neural Networks
10	Efficient Online ML API Selection	Multi-Label Classification Tasks	Efficient Online ML API Selection for Multi-Label Classification Tasks
10			Data-Efficient Double-Win Lottery Tickets from Robust Pre-training
8			Linearity Grafting: Relaxed Neuron Pruning Helps Certifiable Robustness
14	General Function Approximation	Provably Efficient Preference-based Reinforcement Learning	Human-in-the-loop: Provably Efficient Preference-based Reinforcement Learning with General Function Approximation
12	Finite-Time Analysis	Sample and Communication-Efficient Decentralized Actor-Critic Algorithms	Sample and Communication-Efficient Decentralized Actor-Critic Algorithms with Finite-Time Analysis
8	Task-aware Privacy Preservation	Multi-dimensional Data	Task-aware Privacy Preservation for Multi-dimensional Data
8	Adversarially Trained Actor Critic	Offline Reinforcement Learning	Adversarially Trained Actor Critic for Offline Reinforcement Learning
8			Quantum-Inspired Algorithms from Randomized Numerical Linear Algebra
13	Neural Nets and Random Forests	Automatic Debiased Machine Learning	RieszNet and ForestRiesz: Automatic Debiased Machine Learning with Neural Nets and Random Forests
10	random-projection quantizer for speech recognition	Self-supervised learning	Self-supervised learning with random-projection quantizer for speech recognition
5			Discrete Probabilistic Inverse Optimal Transport
7	Selective Network Linearization	Efficient Private Inference	Selective Network Linearization for Efficient Private Inference
17	towards a general theory	scalable masked Transformers	From block-Toeplitz matrices to differential equations on graphs: towards a general theory for scalable masked Transformers
5			Shuffle Private Linear Contextual Bandits
7	Diversified Neural Averaging	Domain Generalization	DNA: Domain Generalization with Diversified Neural Averaging
8	Transformation-Specific Smoothing	Point Cloud Models	TPC: Transformation-Specific Smoothing for Point Cloud Models
7	Unified Scaling Laws	Routed Language Models	Unified Scaling Laws for Routed Language Models
4			Context-Aware Drift Detection
8			On the Robustness of CountSketch to Adaptive Inputs
6			Diffusion bridges vector quantized variational autoencoders
5			Online and Consistent Correlation Clustering
9	Massively Parallel k-Means Clustering	Perturbation Resilient Instances	Massively Parallel k-Means Clustering for Perturbation Resilient Instances
12	Application to Terabyte-Scale Genomic Sequence Streams	One-Pass Diversified Sampling	One-Pass Diversified Sampling with Application to Terabyte-Scale Genomic Sequence Streams
10	Privileged Information	Explaining Away Label Noise	Transfer and Marginalize: Explaining Away Label Noise with Privileged Information
6			MAML and ANIL Provably Learn Representations
5			Entropic Causal Inference: Graph Identifiability
13	the von Mises-Fisher Mixture Model	Mitigating Gender Bias in Face Recognition	Mitigating Gender Bias in Face Recognition using the von Mises-Fisher Mixture Model
5			Counterfactual Transportability: A Formal Approach
6	Label-Free Explainability	Unsupervised Models	Label-Free Explainability for Unsupervised Models
9			Evaluating the Adversarial Robustness of Adaptive Test-time Defenses
16	Quick Fine-Tuning of Robust Classifiers	Adversarial Robustness against Multiple and Single lp-Threat Models	Adversarial Robustness against Multiple and Single lp-Threat Models via Quick Fine-Tuning of Robust Classifiers
6			Self-conditioning Pre-Trained Language Models
12			Only tails matter: Average-Case Universality and Robustness in the Convex Regime
3			Principal Component Flows
6	Deep symbolic regression	recurrence prediction	Deep symbolic regression for recurrence prediction
7	Action Quantization from Demonstrations	Continuous Control	Continuous Control with Action Quantization from Demonstrations
6			Dialog Inpainting: Turning Documents into Dialogs
11	Decentralized Sparse Training	Towards Communication-Efficient Personalized Federated Learning	DisPFL: Towards Communication-Efficient Personalized Federated Learning via Decentralized Sparse Training
11	Module-Oriented Divergence Minimization	Marginal Distribution Adaptation for Discrete Sets	Marginal Distribution Adaptation for Discrete Sets via Module-Oriented Divergence Minimization
9			Balancing Sample Efficiency and Suboptimality in Inverse Reinforcement Learning
7			Understanding Robust Generalization in Learning Regular Languages
8	Deep Latent Particles	Unsupervised Image Representation Learning	Unsupervised Image Representation Learning with Deep Latent Particles
9	Function Approximation	Guarantees for Epsilon-Greedy Reinforcement Learning	Guarantees for Epsilon-Greedy Reinforcement Learning with Function Approximation
9	Expressive Structured Matrices	Efficient and Accurate Training	Monarch: Expressive Structured Matrices for Efficient and Accurate Training
11	Fast Langevin Mixing	Inverse Problems	Score-Guided Intermediate Level Optimization: Fast Langevin Mixing for Inverse Problems
17			Test-Time Training Can Close the Natural Distribution Shift Performance Gap in Deep Learning Based Compressed Sensing
10	Case-based Reasoning over Subgraphs	Knowledge Base Question Answering	Knowledge Base Question Answering by Case-based Reasoning over Subgraphs
7	Framework	Evaluating Faithfulness of Local Explanations	Framework for Evaluating Faithfulness of Local Explanations
9			Distinguishing rule and exemplar-based generalization in learning systems
8			Robust Multi-Objective Bayesian Optimization Under Input Noise
8	Attentional Meta-learners	Few-shot Polythetic Classification	Attentional Meta-learners for Few-shot Polythetic Classification
5			Adversarial Vulnerability of Randomized Ensembles
11	Born-Infeld (BI)	Energy-Conserving Descent (ECD) for Optimization	Born-Infeld (BI) for AI: Energy-Conserving Descent (ECD) for Optimization
13			Error-driven Input Modulation: Solving the Credit Assignment Problem without a Backward Pass
10	Prototypical Representations	Reconstruction-Free Model-Based Reinforcement Learning	DreamerPro: Reconstruction-Free Model-Based Reinforcement Learning with Prototypical Representations
7	Deep Neural Networks	Deconstructing Kernels	NeuralEF: Deconstructing Kernels by Deep Neural Networks
4			Deep Causal Metric Learning
11	On the Convergence of Inexact Predictor-Corrector Methods	Linear Programming	On the Convergence of Inexact Predictor-Corrector Methods for Linear Programming
7	Replay Buffers	Analysis of Stochastic Processes	Analysis of Stochastic Processes through Replay Buffers
7	Streaming Algorithms	High-Dimensional Robust Statistics	Streaming Algorithms for High-Dimensional Robust Statistics
11	Adversarial Label Noise via Online Gradient Descent	Learning General Halfspaces	Learning General Halfspaces with Adversarial Label Noise via Online Gradient Descent
4			Variational Feature Pyramid Networks
4			Understanding Doubly Stochastic Clustering
17	Independent Policy Gradient	Sharper Rates, Function Approximation, and Game-Agnostic Convergence	Independent Policy Gradient for Large-Scale Markov Potential Games: Sharper Rates, Function Approximation, and Game-Agnostic Convergence
8			Generalization and Robustness Implications in Object-Centric Learning
8	a Convex Penalty	Fair Generalized Linear Models	Fair Generalized Linear Models with a Convex Penalty
13	Information Gain Provably Bounds Risk for a Robust Adversarial Defense	Bayesian Learning	Bayesian Learning with Information Gain Provably Bounds Risk for a Robust Adversarial Defense
8			On the Adversarial Robustness of Causal Algorithmic Recourse
12			Finding the Task-Optimal Low-Bit Sub-Distribution in Deep Neural Networks
9	A Parallelizable Computation Encoder	Directed Acyclic Graphs	PACE: A Parallelizable Computation Encoder for Directed Acyclic Graphs
11	Privacy	How does Dataset Condensation Help Privacy? 5378-5396	Privacy for Free: How does Dataset Condensation Help Privacy? 5378-5396
12	Fast rates	noisy interpolation require rethinking the effect of inductive bias	Fast rates for noisy interpolation require rethinking the effect of inductive bias
10	Markovian Data	Adapting to Mixing Time in Stochastic Optimization	Adapting to Mixing Time in Stochastic Optimization with Markovian Data
7	Transformer-Attentional Copulas	Time Series	TACTiS: Transformer-Attentional Copulas for Time Series
3			Branching Reinforcement Learning
9	Bayesian Imitation Learning	End-to-End Mobile Manipulation	Bayesian Imitation Learning for End-to-End Mobile Manipulation
10	Mixture-of-Experts	Efficient Scaling of Language Models	GLaM: Efficient Scaling of Language Models with Mixture-of-Experts
6	Energy Minimization	Learning Iterative Reasoning	Learning Iterative Reasoning through Energy Minimization
9	Complete Local Frames	SE(3) Equivariant Graph Neural Networks	SE(3) Equivariant Graph Neural Networks with Complete Local Frames
10	A Context-Integrated Transformer-Based Neural Network	Auction Design	A Context-Integrated Transformer-Based Neural Network for Auction Design
8	Contrastive Learning for Combinatorial Problems	Augment	Augment with Care: Contrastive Learning for Combinatorial Problems
7	Function Modularization	Parametric Visual Program Induction	Parametric Visual Program Induction with Function Modularization
6			Bayesian Deep Embedding Topic Meta-Learner
6			Deletion Robust Submodular Maximization over Matroids
17			From data to functa: Your data point is a function and you can treat it like one
10	Efficient Low Rank Convex Bounds	Pairwise Discrete Graphical Models	Efficient Low Rank Convex Bounds for Pairwise Discrete Graphical Models
7	Robust Counterfactual Explanations	Tree-Based Ensembles	Robust Counterfactual Explanations for Tree-Based Ensembles
11			On the Difficulty of Defending Self-Supervised Learning against Model Extraction
7	Latent Inceptionism	Targeted Molecule Generation	LIMO: Latent Inceptionism for Targeted Molecule Generation
9			Inductive Biases and Variable Creation in Self-Attention Mechanisms
8	a Short-Term Memory	Provable Reinforcement Learning	Provable Reinforcement Learning with a Short-Term Memory
6			Sparsity in Partially Controllable Linear Systems
13	A Communication-Efficient and Privacy-Preserving Newton-Type Method	Federated Learning	FedNew: A Communication-Efficient and Privacy-Preserving Newton-Type Method for Federated Learning
8			pathGCN: Learning General Graph Spatial Operators from Paths
7	Tree-Structured Permutations	Discrete Tree Flows	Discrete Tree Flows via Tree-Structured Permutations
11			For Learning in Symmetric Teams, Local Optima are Global Nash Equilibria
10	Cardinality Constraints	Streaming Algorithm for Monotone k-Submodular Maximization	Streaming Algorithm for Monotone k-Submodular Maximization with Cardinality Constraints
9	Learning Backprop Targets	Towards Scaling Difference Target Propagation	Towards Scaling Difference Target Propagation by Learning Backprop Targets
7	V-Usable Information	Understanding Dataset Difficulty	Understanding Dataset Difficulty with V-Usable Information
8	Utilizing Intermediate Representations	Better Transfer Learning	Head2Toe: Utilizing Intermediate Representations for Better Transfer Learning
6	Learned Thresholding	Variational Sparse Coding	Variational Sparse Coding with Learned Thresholding
10	Gapped Straight-Through Estimator	Training Discrete Deep Generative Models	Training Discrete Deep Generative Models via Gapped Straight-Through Estimator
10	Multi-View Information Bottleneck	Robust Deep Reinforcement Learning	DRIBO: Robust Deep Reinforcement Learning via Multi-View Information Bottleneck
4			Generalized Data Distribution Iteration
4			Variational Wasserstein gradient flow
11			Data Determines Distributional Robustness in Contrastive Language Image Pre-training (CLIP)
5			Bayesian Continuous-Time Tucker Decomposition
10			Byzantine Machine Learning Made Easy By Resilient Averaging of Momentums
9			An Equivalence Between Data Poisoning and Byzantine Gradient Attacks
6	Controlling Normalized Margin	Investigating Generalization	Investigating Generalization by Controlling Normalized Margin
19	Kernelized Multiplicative Weights	Bridging the Gap Between Learning in Extensive-Form and Normal-Form Games	Kernelized Multiplicative Weights for 0/1-Polyhedral Games: Bridging the Gap Between Learning in Extensive-Form and Normal-Form Games
12	Local Linear Convergence of Douglas-Rachford	a Probabilistic Analysis	Local Linear Convergence of Douglas-Rachford for Linear Programming: a Probabilistic Analysis
5	Matching Structure	Dual Learning	Matching Structure for Dual Learning
10	Towards Logarithmic Regret	Risk-Sensitive Reinforcement Learning	Cascaded Gaps: Towards Logarithmic Regret for Risk-Sensitive Reinforcement Learning
6	projective geometry	Private frequency estimation	Private frequency estimation via projective geometry
6			An Intriguing Property of Geophysics Inversion
5	GANs	Principled Knowledge Extrapolation	Principled Knowledge Extrapolation with GANs
5			A Resilient Distributed Boosting Algorithm
9	Model-Value Inconsistency as a Signal	Epistemic Uncertainty	Model-Value Inconsistency as a Signal for Epistemic Uncertainty
4			Coordinated Double Machine Learning
7	Limited False Positives	Conformal Prediction Sets	Conformal Prediction Sets with Limited False Positives
9			Fast Population-Based Reinforcement Learning on a Single Machine
7	A* coding	Fast Relative Entropy Coding	Fast Relative Entropy Coding with A* coding
11	Contrastive Mixture of Posteriors	Counterfactual Inference, Data Integration and Fairness	Contrastive Mixture of Posteriors for Counterfactual Inference, Data Integration and Fairness
5	Nonparametric Regression	Label Ranking	Label Ranking through Nonparametric Regression
7			A Neural Tangent Kernel Perspective of GANs
10	Linear Dynamics from Rich Observations	Extracting Latent State Representations	Extracting Latent State Representations with Linear Dynamics from Rich Observations
6	Speedup Guarantees	Accurate Pruning	SPDY: Accurate Pruning with Speedup Guarantees
8	Revisiting the Effects of Stochasticity	Hamiltonian Samplers	Revisiting the Effects of Stochasticity for Hamiltonian Samplers
3			Bregman Neural Networks
7	(Non-)Convergence Results	Predictive Coding Networks	(Non-)Convergence Results for Predictive Coding Networks
5	Randomization	Scaling Structured Inference	Scaling Structured Inference with Randomization
10			Greedy when Sure and Conservative when Uncertain about the Opponents
14			DepthShrinker: A New Compression Paradigm Towards Boosting Real-Hardware Efficiency of Compact Neural Networks
10			Revisiting Some Common Practices in Cooperative Multi-Agent Reinforcement Learning
6			p-Laplacian Based Graph Neural Networks
16	Why Should I Trust You, Bellman? The Bellman Error is a Poor Replacement	Value Error	Why Should I Trust You, Bellman? The Bellman Error is a Poor Replacement for Value Error
13			Robin Hood and Matthew Effects: Differential Privacy Has Disparate Impact on Synthetic Data
10			The Complexity of k-Means Clustering when Little is Known
8			IDYNO: Learning Nonparametric DAGs from Interventional Dynamic Data
9	Implicit Gradient	Loss Function Learning for Domain Generalization	Loss Function Learning for Domain Generalization by Implicit Gradient
11	Momentum	On the Convergence of Local Stochastic Compositional Gradient Descent	On the Convergence of Local Stochastic Compositional Gradient Descent with Momentum
14			Deep Reference Priors: What is the best way to pretrain a model? 7036-7051
10			On the Equivalence Between Temporal and Static Equivariant Graph Representations
6	Generalizing Gaussian Smoothing	Random Search	Generalizing Gaussian Smoothing for Random Search
12			Rethinking Image-Scaling Attacks: The Interplay Between Vulnerabilities in Machine Learning Systems
