len	idea	target	title
17	Exploiting Wild Data for Both Out-of-Distribution Generalization and Detection	Feed Two Birds	Feed Two Birds with One Scone: Exploiting Wild Data for Both Out-of-Distribution Generalization and Detection
12	Query Computation Tree Optimization	Answering Complex Logical Queries on Knowledge Graphs	Answering Complex Logical Queries on Knowledge Graphs via Query Computation Tree Optimization
5			Linear optimal partial transport embedding
8			Implicit Graph Neural Networks: A Monotone Operator Viewpoint
12			Tensor Decompositions Meet Control Theory: Learning General Mixtures of Linear Dynamical Systems
11	Block Subsampled Randomized Hadamard Transform	Nyström Approximation on Distributed Architectures	Block Subsampled Randomized Hadamard Transform for Nyström Approximation on Distributed Architectures
7	Offline Data	Efficient Online Reinforcement Learning	Efficient Online Reinforcement Learning with Offline Data
8			Mirror Sinkhorn: Fast Online Optimization on Transport Polytopes
11			On the Functional Similarity of Robust and Non-Robust Neural Representations
7	a Single Sample	Robust Budget Pacing	Robust Budget Pacing with a Single Sample
8	Polylogarithmic Update Time	Dynamic Constrained Submodular Optimization	Dynamic Constrained Submodular Optimization with Polylogarithmic Update Time
11			One Transformer Fits All Distributions in Multi-Modal Diffusion at Scale
9			Optimizing the Collaboration Structure in Cross-Silo Federated Learning
8	Fusing Diffusion Paths	Controlled Image Generation	MultiDiffusion: Fusing Diffusion Paths for Controlled Image Generation
13	Simpler Variance Reduction and Large State-Action Space	Reinforcement Learning	Reinforcement Learning with General Utilities: Simpler Variance Reduction and Large State-Action Space
5			Interpretable Neural-Symbolic Concept Reasoning
7	Efficient Tensor Rematerialization	Neural Networks	Moccasin: Efficient Tensor Rematerialization for Neural Networks
9	Optimal Rates	User-level Private Stochastic Convex Optimization	User-level Private Stochastic Convex Optimization with Optimal Rates
7			A Statistical Perspective on Retrieval-Based Models
9			Human-Timescale Adaptation in an Open-Ended Task Space
11	A Kernel Stein Test of Goodness of Fit	Sequential Models	A Kernel Stein Test of Goodness of Fit for Sequential Models
7	One-Sided Feedback	Individually Fair Learning	Individually Fair Learning with One-Sided Feedback
6	Transformers	Predicting Ordinary Differential Equations	Predicting Ordinary Differential Equations with Transformers
6	Shapley Values	Explaining Reinforcement Learning	Explaining Reinforcement Learning with Shapley Values
9	Time Derivative Diffusion	Deep Learning on Graphs	TIDE: Time Derivative Diffusion for Deep Learning on Graphs
9	Combinatorial Optimization	Neural Network Pruning	Fast as CHITA: Neural Network Pruning with Combinatorial Optimization
4			Continuously Parameterized Mixture Models
4			Controllable Neural Symbolic Regression
9	On Second-Order Scoring Rules	Epistemic Uncertainty Quantification	On Second-Order Scoring Rules for Epistemic Uncertainty Quantification
8			Certified Robust Neural Networks: Generalization and Corruption Resistance
12	A more fluid model	ocean currents	Gaussian processes at the Helm(holtz): A more fluid model for ocean currents
9	Optimal Rates and Efficient Algorithms	Online Bayesian Persuasion	Optimal Rates and Efficient Algorithms for Online Bayesian Persuasion
3			Constrained Phi-Equilibria
5			Differentiable and Transportable Structure Learning
9	Edge Subdivision	Polyhedral Complex Extraction from ReLU Networks	Polyhedral Complex Extraction from ReLU Networks using Edge Subdivision
13	Signed Distance Function using 1-Lipschitz Neural Networks	Robust One-Class Classification	Robust One-Class Classification with Signed Distance Function using 1-Lipschitz Neural Networks
6	Causal Regularisation	Neural Algorithmic Reasoning	Neural Algorithmic Reasoning with Causal Regularisation
12	Optimally-weighted Estimators of the Maximum Mean Discrepancy	Likelihood-Free Inference	Optimally-weighted Estimators of the Maximum Mean Discrepancy for Likelihood-Free Inference
8	Hints and Queries	Bandit Online Linear Optimization	Bandit Online Linear Optimization with Hints and Queries
9	Strongly Adaptive Online Learning	Improved Online Conformal Prediction	Improved Online Conformal Prediction via Strongly Adaptive Online Learning
8			Data-Copying in Generative Models: A Formal Framework
12	A Suite	Analyzing Large Language Models Across Training and Scaling	Pythia: A Suite for Analyzing Large Language Models Across Training and Scaling
14			StriderNet: A Graph Reinforcement Learning Approach to Optimize Atomic Structures on Rough Energy Landscapes
10	Stochastic Process Diffusion	Modeling Temporal Data as Continuous Functions	Modeling Temporal Data as Continuous Functions with Stochastic Process Diffusion
10			In or Out? Fixing ImageNet Out-of-Distribution Detection Evaluation
10	Slot-Centric Reference Frames	Object Discovery	Invariant Slot Attention: Object Discovery with Slot-Centric Reference Frames
10	the Lens of Effective Resistance	Understanding Oversquashing in GNNs	Understanding Oversquashing in GNNs through the Lens of Effective Resistance
9			Unit Scaling: Out-of-the-Box Low-Precision Training
8	an Adaptive Exploration Algorithm	Nonlinear Systems	FLEX: an Adaptive Exploration Algorithm for Nonlinear Systems
10			Not all Strongly Rayleigh Distributions Have Small Probabilistic Generating Circuits
8			Learning the Dynamics of Sparsely Observed Interacting Systems
20	Effectiveness of Fairness Constraints	Multiwinner Voting Score Functions	Subset Selection Based On Multiple Rankings in the Presence of Bias: Effectiveness of Fairness Constraints for Multiwinner Voting Score Functions
16	A Warning	an Experimentalist	Properties of the Mallows Model Depending on the Number of Alternatives: A Warning for an Experimentalist
11			A Robust Optimisation Perspective on Counterexample-Guided Repair of Neural Networks
15	Sharper Laws	Random Features and Neural Tangent Kernels	Beyond the Universal Law of Robustness: Sharper Laws for Random Features and Neural Tangent Kernels
10	Sliced-Wasserstein on Symmetric Positive Definite Matrices	M/EEG Signals	Sliced-Wasserstein on Symmetric Positive Definite Matrices for M/EEG Signals
10			Spherical Fourier Neural Operators: Learning Stable Dynamics on the Sphere
13			The Regret of Exploration and the Control of Bad Episodes in Reinforcement Learning
6			Model-agnostic Measure of Generalization Difficulty
10			Returning The Favour: When Regression Benefits From Probabilistic Causal Knowledge
11	In Search	a Generalizable Method for Source Free Domain Adaptation	In Search for a Generalizable Method for Source Free Domain Adaptation
11	Improved Dynamic Gibbs Sampling	Quantum Speedups for Zero-Sum Games	Quantum Speedups for Zero-Sum Games via Improved Dynamic Gibbs Sampling
15			Diffusion Models as Artists: Are we Closing the Gap between Humans and Machines? 2953-3002
4			Settling the Reward Hypothesis
8	Human Interactions	Rationalizing Vision-Language Models	ILLUME: Rationalizing Vision-Language Models through Human Interactions
5			Provably Learning Object-Centric Representations
8			Quantifying Human Priors over Social and Navigation Networks
15	Bures-Wasserstein Loss	Critical Points and Convergence Analysis of Generative Deep Linear Networks Trained	Critical Points and Convergence Analysis of Generative Deep Linear Networks Trained with Bures-Wasserstein Loss
6			Emergence of Sparse Representations from Noise
9			Differentially Private Optimization on Large Model at Small Cost
9	Data Cost Aware Training	Machine Learning Force Fields	Machine Learning Force Fields with Data Cost Aware Training
8			Label differential privacy and private training data release
8			The SSL Interplay: Augmentations, Inductive Bias, and Generalization
6	Online Mechanism Design	Information Acquisition	Online Mechanism Design for Information Acquisition
7	A Generalizable Prior	Dexterous Manipulation	MyoDex: A Generalizable Prior for Dexterous Manipulation
11			What Can Be Learnt With Wide Convolutional Neural Networks? 3347-3379
10	Latent Confounders Based on Higher-Order Cumulants	Causal Discovery	Causal Discovery with Latent Confounders Based on Higher-Order Cumulants
8			On the Connection Between MPNN and Graph Transformer
9	Skeleton-to-Grid Representation Learning	Action Recognition	Ske2Grid: Skeleton-to-Grid Representation Learning for Action Recognition
5	Extrapolated Random Tree	Regression	Extrapolated Random Tree for Regression
11	Cyclic Block Coordinate Descent With Variance Reduction	Composite Nonconvex Optimization	Cyclic Block Coordinate Descent With Variance Reduction for Composite Nonconvex Optimization
12			Robust Weight Signatures: Gaining Robustness as Easy as Patching Weights? 3495-3506
8			Doubly Optimal No-Regret Learning in Monotone Games
5			Multi-Agent Learning from Learners
15	Bi-Stride Multi-Scale Graph Neural Network	Efficient Learning of Mesh-Based Physical Simulation	Efficient Learning of Mesh-Based Physical Simulation with Bi-Stride Multi-Scale Graph Neural Network
14	Double Kullback-Leibler Minimization	Variational Sparse Inverse Cholesky Approximation for Latent Gaussian Processes	Variational Sparse Inverse Cholesky Approximation for Latent Gaussian Processes via Double Kullback-Leibler Minimization
9	Multi-Teacher Progressive Distillation	Learning Lightweight Object Detectors	Learning Lightweight Object Detectors via Multi-Teacher Progressive Distillation
9			One-sided Matrix Completion from Two Observations Per Row
8	PARIS particle Gibbs	State and parameter learning	State and parameter learning with PARIS particle Gibbs
11	Online Reinforcement Learning	Grounding Large Language Models in Interactive Environments	Grounding Large Language Models in Interactive Environments with Online Reinforcement Learning
12	Stein Variational Goal Generation	adaptive Exploration in Multi-Goal Reinforcement Learning	Stein Variational Goal Generation for adaptive Exploration in Multi-Goal Reinforcement Learning
9	Monte Carlo Tree Search	Scalable Safe Policy Improvement	Scalable Safe Policy Improvement via Monte Carlo Tree Search
10	Communication-Efficient Feature Selection	Vertical Federated Learning	LESS-VFL: Communication-Efficient Feature Selection for Vertical Federated Learning
6			On the Robustness of Text Vectorizers
6			Learning Globally Smooth Functions on Manifolds
10	Tighter Lower Bounds	Random Permutations and Beyond	Tighter Lower Bounds for Shuffling SGD: Random Permutations and Beyond
12			Orthogonality-Enforced Latent Space in Autoencoders: An Approach to Learning Disentangled Representations
11	Stein Information Directed Exploration	Model-Based Reinforcement Learning	STEERING : Stein Information Directed Exploration for Model-Based Reinforcement Learning
9	Thompson Sampling	High-Dimensional Sparse Linear Contextual Bandits	Thompson Sampling for High-Dimensional Sparse Linear Contextual Bandits
11	Singular Value Decomposition	Representations and Exploration for Deep Reinforcement Learning	Representations and Exploration for Deep Reinforcement Learning using Singular Value Decomposition
8	Memory-Based Dual Gaussian Processes	Sequential Learning	Memory-Based Dual Gaussian Processes for Sequential Learning
9	Masked Generative Transformers	Text-To-Image Generation	Muse: Text-To-Image Generation via Masked Generative Transformers
10			On Investigating the Conservative Property of Score-Based Generative Models
6			Robust and private stochastic linear bandits
6	Differential Privacy	Streaming Submodular Maximization	Streaming Submodular Maximization with Differential Privacy
11			Why does Throwing Away Data Improve Worst-Group Error? 4144-4188
7			Collaborative Multi-Agent Heterogeneous Multi-Armed Bandits
10			Correcting discount-factor mismatch in on-policy policy gradient methods
8	Nonlinear Functional Theory	Fast Federated Machine Unlearning	Fast Federated Machine Unlearning with Nonlinear Functional Theory
8			On the Statistical Benefits of Temporal Difference Learning
10			Multi-Layer Neural Networks as Trainable Ladders of Hilbert Spaces
10	Two-step Gradient Updates	Beyond the Edge of Stability	Beyond the Edge of Stability via Two-step Gradient Updates
10	Towards a Better Deep Neural Network	Tabular Data	Trompt: Towards a Better Deep Neural Network for Tabular Data
10			Differentially Private Stochastic Convex Optimization under a Quantile Loss Function
13			Restoration-Degradation Beyond Linear Diffusions: A Non-Asymptotic Analysis For DDIM-type Samplers
11	Applications to Probabilistic Time Series Imputation	Provably Convergent Schrödinger Bridge	Provably Convergent Schrödinger Bridge with Applications to Probabilistic Time Series Imputation
14	Learned Finite State Machines	Efficient Automatic Batching of Dynamic Neural Networks	ED-Batch: Efficient Automatic Batching of Dynamic Neural Networks via Learned Finite State Machines
11	Is Learning Summary Statistics Necessary	Likelihood-free Inference? 4529-4544	Is Learning Summary Statistics Necessary for Likelihood-free Inference? 4529-4544
7			Subequivariant Graph Reinforcement Learning in 3D Environments
7	Privacy Guardian	Heterogeneous Federated Learning	GuardHFL: Privacy Guardian for Heterogeneous Federated Learning
10	Discrete Diffusion Modeling	Efficient and Degree-Guided Graph Generation	Efficient and Degree-Guided Graph Generation via Discrete Diffusion Modeling
8			Evolving Semantic Prototype Improves Generative Zero-Shot Learning
12	Explore and Exploit the Diverse Knowledge in Model Zoo	Domain Generalization	Explore and Exploit the Diverse Knowledge in Model Zoo for Domain Generalization
9	Improved per-Iteration Complexity	Decentralized Stochastic Bilevel Optimization	Decentralized Stochastic Bilevel Optimization with Improved per-Iteration Complexity
13			Score Approximation, Estimation and Distribution Recovery of Diffusion Models on Low-Dimensional Data
8			Sample Complexity of Probability Divergences under Group Symmetry
14			Improved Analysis of Score-based Generative Modeling: User-Friendly Bounds under Minimal Smoothness Assumptions
16	A Novel Double Exponential Moving Average to Adaptive and Non-adaptive Momentum Optimizers	Bidirectional Looking	Bidirectional Looking with A Novel Double Exponential Moving Average to Adaptive and Non-adaptive Momentum Optimizers
10			HarsanyiNet: Computing Accurate Shapley Values in a Single Forward Propagation
6			Generalized Implicit Follow-The-Regularized-Leader
8	Fisher Information Embedding	Node and Graph Learning	Fisher Information Embedding for Node and Graph Learning
11	Visual Cues	Experience-Based Content Completion Guided	Rethinking Visual Reconstruction: Experience-Based Content Completion Guided by Visual Cues
5	Rejection	Stratified Adversarial Robustness	Stratified Adversarial Robustness with Rejection
7			Multi-task Hierarchical Adversarial Inverse Reinforcement Learning
6	Responsive Decision Subjects	Model Transferability	Model Transferability with Responsive Decision Subjects
7	Layered State Discovery	Incremental Autonomous Exploration	Layered State Discovery for Incremental Autonomous Exploration
12	Optimistic Online Mirror Descent	Bridging Stochastic and Adversarial Online Convex Optimization	Optimistic Online Mirror Descent for Bridging Stochastic and Adversarial Online Convex Optimization
5			Learning to Optimize Differentiable Games
10	Budgets	Coordinated Dynamic Bidding in Repeated Second-Price Auctions	Coordinated Dynamic Bidding in Repeated Second-Price Auctions with Budgets
8	Semi-Offline Reinforcement Learning	Optimized Text Generation	Semi-Offline Reinforcement Learning for Optimized Text Generation
7	Lower Bounds	Learning in Revealing POMDPs	Lower Bounds for Learning in Revealing POMDPs
8	Implicit Neural Spatial Representations	Time-dependent PDEs	Implicit Neural Spatial Representations for Time-dependent PDEs
7	Acoustic Tokenizers	Audio Pre-Training	BEATs: Audio Pre-Training with Acoustic Tokenizers
12			Learning to Incentivize Information Acquisition: Proper Scoring Rules Meet Principal-Agent Model
9	Faster Gradient-Free Algorithms	Nonsmooth Nonconvex Stochastic Optimization	Faster Gradient-Free Algorithms for Nonsmooth Nonconvex Stochastic Optimization
8	Sparse Model-Adaptation	Efficient Personalized Federated Learning	Efficient Personalized Federated Learning via Sparse Model-Adaptation
10			A Gromov-Wasserstein Geometric View of Spectrum-Preserving Graph Coarsening
10	How to address monotonicity	model risk management? 5282-5295	How to address monotonicity for model risk management? 5282-5295
8			Sketched Ridgeless Linear Regression: The Role of Downsampling
13	Context-Aware Bayesian Network Actor-Critic Methods	Cooperative Multi-Agent Reinforcement Learning	Context-Aware Bayesian Network Actor-Critic Methods for Cooperative Multi-Agent Reinforcement Learning
9	Bidirectional Learning	Offline Model-based Biological Sequence Design	Bidirectional Learning for Offline Model-based Biological Sequence Design
11	Thinning and Thickening Latent Counts	Generative Modeling	Learning to Jump: Thinning and Thickening Latent Counts for Generative Modeling
7	Distribution-Specialized Experts	Lifelong Language Pretraining	Lifelong Language Pretraining with Distribution-Specialized Experts
11			Generalized-Smooth Nonconvex Optimization is As Efficient As Smooth Nonconvex Optimization
6	Interval Targets	Weakly Supervised Regression	Weakly Supervised Regression with Interval Targets
8	Latent Diffusion	Parametrically Conditioned Layout Generation	PLay: Parametrically Conditioned Layout Generation using Latent Diffusion
9			Identification of the Adversary from a Single Adversarial Example
8	Hedonic Game	Parallel Online Clustering of Bandits	Parallel Online Clustering of Bandits via Hedonic Game
7			Mu2SLAM: Multitask, Multilingual Speech and Language Models
11	Switching Costs	Understanding the Role of Feedback in Online Learning	Understanding the Role of Feedback in Online Learning with Switching Costs
8			Tighter Bounds on the Expressivity of Transformer Encoders
11	Midpoint Mixup	Provably Learning Diverse Features in Multi-View Data	Provably Learning Diverse Features in Multi-View Data with Midpoint Mixup
11	On the Benefits of Masking	Sparse Coding	Hiding Data Helps: On the Benefits of Masking for Sparse Coding
14	Predicted Instance Neighborhood Aggregation	Leveraging Side Information in eXtreme Multi-label Classification	PINA: Leveraging Side Information in eXtreme Multi-label Classification via Predicted Instance Neighborhood Aggregation
13	Nonconvex Low-Rank Semidefinite Relaxations	Tight Certification of Adversarially Trained Neural Networks	Tight Certification of Adversarially Trained Neural Networks via Nonconvex Low-Rank Semidefinite Relaxations
14	Cross-trial Alignment	Learning Representations of Complex, Naturalistic Neural Data	Neural Latent Aligner: Cross-trial Alignment for Learning Representations of Complex, Naturalistic Neural Data
10	Cyclic Client Participation	On the Convergence of Federated Averaging	On the Convergence of Federated Averaging with Cyclic Client Participation
6			GREAD: Graph Neural Reaction-Diffusion Networks
9	Is Overfitting Necessary	Implicit Video Representation? 5748-5770	Is Overfitting Necessary for Implicit Video Representation? 5748-5770
10	Cox Proportional Hazards Model	Semi-Parametric Contextual Pricing Algorithm	Semi-Parametric Contextual Pricing Algorithm using Cox Proportional Hazards Model
4			Restoration based Generative Models
8	Concept-based Explanations	Out-of-Distribution Detectors	Concept-based Explanations for Out-of-Distribution Detectors
6	advice	Active causal structure learning	Active causal structure learning with advice
9	New metrics and search algorithms	weighted causal DAGs	New metrics and search algorithms for weighted causal DAGs
11	Computational Doob h-transforms	Online Filtering of Discretely Observed Diffusions	Computational Doob h-transforms for Online Filtering of Discretely Observed Diffusions
9	Multi-Epoch Matrix Factorization Mechanisms	Private Machine Learning	Multi-Epoch Matrix Factorization Mechanisms for Private Machine Learning
6	random features	Taming graph kernels	Taming graph kernels with random features
7			Efficient Graph Field Integrators Meet Point Clouds
6			ContraBAR: Contrastive Bayes-Adaptive Deep RL
9			Forget Unlearning: Towards True Data-Deletion in Machine Learning
15	Patch-level Routing in Mixture-of-Experts is Provably Sample-efficient	Convolutional Neural Networks	Patch-level Routing in Mixture-of-Experts is Provably Sample-efficient for Convolutional Neural Networks
14			What do CNNs Learn in the First Layer and Why? A Linear Systems Perspective
10	Multi-task Language Modelling	Unifying Molecular and Textual Representations	Unifying Molecular and Textual Representations via Multi-task Language Modelling
12	Wasserstein Barycenter Matching	Graph Size Generalization of Message Passing Neural Networks	Wasserstein Barycenter Matching for Graph Size Generalization of Message Passing Neural Networks
9	Shape-Guided Dual-Memory Learning	3D Anomaly Detection	Shape-Guided Dual-Memory Learning for 3D Anomaly Detection
11	Death	Multiply Robust Off-policy Evaluation and Learning under Truncation	Multiply Robust Off-policy Evaluation and Learning under Truncation by Death
5			InfoOT: Information Maximizing Optimal Transport
12			A Toy Model of Universality: Reverse Engineering how Networks Learn Group Operations
7	Distribution Free Prediction Sets	Node Classification	Distribution Free Prediction Sets for Node Classification
3			Sequential Strategic Screening
8	Feature Manifold Learning	Few-Sample Feature Selection	Few-Sample Feature Selection via Feature Manifold Learning
9	Spatial Implicit Neural Representations	Global-Scale Species Mapping	Spatial Implicit Neural Representations for Global-Scale Species Mapping
12	Policy Clustering Algorithm	Anonymous Multi-Agent State-Action Pairs	K-SHAP: Policy Clustering Algorithm for Anonymous Multi-Agent State-Action Pairs
6			Inferring Relational Potentials in Interacting Systems
8	Task-specific experimental design	treatment effect estimation	Task-specific experimental design for treatment effect estimation
8	A Mathematical Model	Curriculum Learning for Parities	A Mathematical Model for Curriculum Learning for Parities
9	Learning to Maximize Mutual Information	Dynamic Feature Selection	Learning to Maximize Mutual Information for Dynamic Feature Selection
7			Rethinking Weak Supervision in Helping Contrastive Learning
10			Bayes-optimal Learning of Deep Random Networks of Extensive-width
9	Generalization Performance Guarantees	A General Representation Learning Framework	A General Representation Learning Framework with Generalization Performance Guarantees
8	Rethinking Convolutional Network Design	Image Restoration	IRNeXt: Rethinking Convolutional Network Design for Image Restoration
10	Constant Memory	Scaling Up Dataset Distillation to ImageNet-1K	Scaling Up Dataset Distillation to ImageNet-1K with Constant Memory
11	Learning Dynamic Query Combinations	Transformer-based Object Detection and Segmentation	Learning Dynamic Query Combinations for Transformer-based Object Detection and Segmentation
15	Machine Learning Challenges and Solutions	Adaptive Identification of Populations	Adaptive Identification of Populations with Treatment Benefit in Clinical Trials: Machine Learning Challenges and Solutions
19			In Search of Insights, Not Magic Bullets: Towards Demystification of the Model Selection Dilemma in Heterogeneous Treatment Effect Estimation
13	Online-to-Non-convex Conversion	Optimal Stochastic Non-smooth Non-convex Optimization	Optimal Stochastic Non-smooth Non-convex Optimization through Online-to-Non-convex Conversion
14	Feature-Sparse Maps	Interpretable Optimal Transport in High-Dimensions	Monge, Bregman and Occam: Interpretable Optimal Transport in High-Dimensions with Feature-Sparse Maps
13	From Noisy Fixed-Point Iterations to Private ADMM	Centralized and Federated Learning	From Noisy Fixed-Point Iterations to Private ADMM for Centralized and Federated Learning
12	Adapting to Peer Images	Planting Durable Backdoors in Federated Learning	Chameleon: Adapting to Peer Images for Planting Durable Backdoors in Federated Learning
9	Linear Function Approximation	Refined Regret for Adversarial MDPs	Refined Regret for Adversarial MDPs with Linear Function Approximation
6			MultiRobustBench: Benchmarking Robustness Against Multiple Attacks
6	Moderately Distributional Exploration	Domain Generalization	Moderately Distributional Exploration for Domain Generalization
9	Trajectory-Aware Eligibility Traces	Off-Policy Reinforcement Learning	Trajectory-Aware Eligibility Traces for Off-Policy Reinforcement Learning
8	particle gradient descent	Efficient displacement convex optimization	Efficient displacement convex optimization with particle gradient descent
9	Multiple Thinking Achieving Meta-Ability Decoupling	Object Navigation	Multiple Thinking Achieving Meta-Ability Decoupling for Object Navigation
11			Neural Collapse in Deep Linear Networks: From Balanced to Imbalanced Data
9	Multiple Rewards	Reinforcement Learning Can Be More Efficient	Reinforcement Learning Can Be More Efficient with Multiple Rewards
6			Best of Both Worlds Policy Optimization
6	shortest path diffusion	Image generation	Image generation with shortest path diffusion
6	Batches	Efficient List-Decodable Regression	Efficient List-Decodable Regression using Batches
8			Beyond Uniform Lipschitz Condition in Differentially Private Optimization
9			Understanding Self-Distillation in the Presence of Label Noise
10	Few Tasks	Interval Bound Interpolation for Few-shot Learning	Interval Bound Interpolation for Few-shot Learning with Few Tasks
14	Partial Information	A Lookahead Approach for Multi-Objective Bayesian Optimization	Hypervolume Knowledge Gradient: A Lookahead Approach for Multi-Objective Bayesian Optimization with Partial Information
8	Fast Combinatorial Algorithms	Min Max Correlation Clustering	Fast Combinatorial Algorithms for Min Max Correlation Clustering
6	Predictive Flows	Faster Ford-Fulkerson	Predictive Flows for Faster Ford-Fulkerson
14	The Persistent Laplacian	Evaluating Higher-Order Persistent Spectral Representations of Data	The Persistent Laplacian for Data Science: Evaluating Higher-Order Persistent Spectral Representations of Data
14	Retain-Resample-Release (R3) Sampling	Mitigating Propagation Failures in Physics-informed Neural Networks	Mitigating Propagation Failures in Physics-informed Neural Networks using Retain-Resample-Release (R3) Sampling
9			On the Robustness of Randomized Ensembles to Adversarial Perturbations
20			Pre-computed memory or on-the-fly encoding? A hybrid approach to retrieval augmentation makes the most of your compute
3			Continuous Spatiotemporal Transformer
7			The Value of Out-of-Distribution Data
8	Probabilistic Causal Models	High Fidelity Image Counterfactuals	High Fidelity Image Counterfactuals with Probabilistic Causal Models
10	Max-Product Belief Propagation	Learning Noisy OR Bayesian Networks	Learning Noisy OR Bayesian Networks with Max-Product Belief Propagation
