len	idea	target	title
7			SAM as an Optimal Relaxation of Bayes.
10	Variational Inference.	Learning on Large-scale Text-attributed Graphs	Learning on Large-scale Text-attributed Graphs via Variational Inference.
7			Extreme Q-Learning: MaxEnt RL without Entropy.
9			Efficiently Computing Nash Equilibria in Adversarial Team Markov Games.
7	Simplified State Space Layers	Sequence Modeling.	Simplified State Space Layers for Sequence Modeling.
11	Embedding Action Impact over Action Semantics.	Moving Forward	Moving Forward by Moving Backward: Embedding Action Impact over Action Semantics.
8			SimPer: Simple Self-Supervised Learning of Periodic Targets.
8			PaLI: A Jointly-Scaled Multilingual Language-Image Model.
10	Breaking the Replay Ratio Barrier.	Sample-Efficient Reinforcement Learning	Sample-Efficient Reinforcement Learning by Breaking the Replay Ratio Barrier.
10			Dr.Spider: A Diagnostic Evaluation Benchmark towards Text-to-SQL Robustness.
9	Drift-Aware Dynamic Neural Networks.	Temporal Domain Generalization	Temporal Domain Generalization with Drift-Aware Dynamic Neural Networks.
11	Informal Proofs.	Guiding Formal Theorem Provers	Draft, Sketch, and Prove: Guiding Formal Theorem Provers with Informal Proofs.
10			Revisiting Pruning at Initialization Through the Lens of Ramanujan Graph.
10	Embedding Fourier	Ultra-High-Definition Low-Light Image Enhancement.	Embedding Fourier for Ultra-High-Definition Low-Light Image Enhancement.
13	A Call to Reflect on Evaluation Practices	Failure Detection in Image Classification.	A Call to Reflect on Evaluation Practices for Failure Detection in Image Classification.
10	Adaptive Subgoal Search.	Adjusting Planning Horizon	Fast and Precise: Adjusting Planning Horizon with Adaptive Subgoal Search.
6			Towards Open Temporal Graph Neural Networks.
8			Relative representations enable zero-shot latent space communication.
4	Pixels.	Language Modelling	Language Modelling with Pixels.
10	Aggregation.	Addressing Parameter Choice Issues in Unsupervised Domain Adaptation	Addressing Parameter Choice Issues in Unsupervised Domain Adaptation by Aggregation.
11	Monte Carlo tree search.	Discovering governing equations	Symbolic Physics Learner: Discovering governing equations via Monte Carlo tree search.
11	Poisoned Labels Only.	Attacking Multi-label Models	Clean-image Backdoor: Attacking Multi-label Models with Poisoned Labels Only.
9	Subgraph Sketching.	Graph Neural Networks for Link Prediction	Graph Neural Networks for Link Prediction with Subgraph Sketching.
10	Learning Equivariant Features	Efficient Pose Prediction.	Image to Sphere: Learning Equivariant Features for Efficient Pose Prediction.
13	Multi-scale Local and Global Context Modeling	Long-term Series Forecasting.	MICN: Multi-scale Local and Global Context Modeling for Long-term Series Forecasting.
9	Feature Alignment and Classifier Collaboration.	Personalized Federated Learning	Personalized Federated Learning with Feature Alignment and Classifier Collaboration.
11			From Play to Policy: Conditional Behavior Generation from Uncurated Robot Data.
8	Description from Large Language Models.	Visual Classification	Visual Classification via Description from Large Language Models.
9			The Modality Focusing Hypothesis: Towards Understanding Crossmodal Knowledge Distillation.
11			Multi-Rate VAE: Train Once, Get the Full Rate-Distortion Curve.
8			Near-optimal Policy Identification in Active Reinforcement Learning.
8			Conditional Antibody Design as 3D Equivariant Graph Translation.
12			Emergent World Representations: Exploring a Sequence Model Trained on a Synthetic Task.
8			Tailoring Language Generation Models under Total Variation Distance.
6			Transformers are Sample-Efficient World Models.
9			Statistical Efficiency of Score Matching: The View from Isoperimetry.
6	Sculpted Neural Points.	View Synthesis	View Synthesis with Sculpted Neural Points.
6			AutoGT: Automated Graph Transformer Architecture Search.
11	Transformer Utilizing Cross-Dimension Dependency	Multivariate Time Series Forecasting.	Crossformer: Transformer Utilizing Cross-Dimension Dependency for Multivariate Time Series Forecasting.
8	An Automatic Differentiation Library	Multilevel Optimization.	Betty: An Automatic Differentiation Library for Multilevel Optimization.
13	In-Sample Learning via Implicit Value Regularization.	Offline RL	Offline RL with No OOD Actions: In-Sample Learning via Implicit Value Regularization.
10	Weight-Decay-Integrated Nesterov Acceleration	Adaptive Gradient Algorithms.	Win: Weight-Decay-Integrated Nesterov Acceleration for Adaptive Gradient Algorithms.
9			Towards Stable Test-time Adaptation in Dynamic Wild World.
8			MocoSFL: enabling cross-client collaborative self-supervised learning.
8	Differentiable Physics.	Benchmarking Deformable Object Manipulation	DaxBench: Benchmarking Deformable Object Manipulation with Differentiable Physics.
4			3D generation on ImageNet.
9	Graph Biconnectivity.	Rethinking the Expressive Power of GNNs	Rethinking the Expressive Power of GNNs via Graph Biconnectivity.
8			Sparse Mixture-of-Experts are Domain Generalizable Learners.
6			Token Merging: Your ViT But Faster.
13	Sample-Efficient Behavior Selection.	Breaking Atari Human World Records	Learnable Behavior Control: Breaking Atari Human World Records via Sample-Efficient Behavior Selection.
5			Image as Set of Points.
8	Human-Guided Fair Classification	Natural Language Processing.	Human-Guided Fair Classification for Natural Language Processing.
4			Humanly Certifying Superhuman Classifiers.
9			Few-Shot Domain Adaptation For End-to-End Communication.
12	Learning a Data-Driven Policy Network	Pre-Training Automated Feature Engineering.	Learning a Data-Driven Policy Network for Pre-Training Automated Feature Engineering.
8	the Differentiable Hypergeometric Distribution.	Learning Group Importance	Learning Group Importance using the Differentiable Hypergeometric Distribution.
7			Concept-level Debugging of Part-Prototype Networks.
11	Neuroevolution is a Competitive Alternative to Reinforcement Learning	Skill Discovery.	Neuroevolution is a Competitive Alternative to Reinforcement Learning for Skill Discovery.
11			Implicit Bias in Leaky ReLU Networks Trained on High-Dimensional Data.
7	Imperfect Online Demonstrations.	Guarded Policy Optimization	Guarded Policy Optimization with Imperfect Online Demonstrations.
8	Logical Constraints but without Shortcut Satisfaction.	Learning	Learning with Logical Constraints but without Shortcut Satisfaction.
8			Certified Training: Small Boxes are All You Need.
4			Multi-Objective Online Learning.
8			Seeing Differently, Acting Similarly: Heterogeneously Observable Imitation Learning.
12	Feature Distortion and Simplicity Bias.	A Closer Look at Model Adaptation	A Closer Look at Model Adaptation using Feature Distortion and Simplicity Bias.
9	Bellman Score Estimation.	Understanding and Adopting Rational Behavior	Understanding and Adopting Rational Behavior by Bellman Score Estimation.
12	Self-generated Tasks from Unlabeled Tables.	Few-shot Tabular Learning	STUNT: Few-shot Tabular Learning with Self-generated Tasks from Unlabeled Tables.
10	A simple strategy	prompting language models.	Ask Me Anything: A simple strategy for prompting language models.
8	Graph Neural Networks.	On Representing Linear Programs	On Representing Linear Programs by Graph Neural Networks.
9	Connectivity Tangent Kernel.	Scale-invariant Bayesian Neural Networks	Scale-invariant Bayesian Neural Networks with Connectivity Tangent Kernel.
9	the Sparse Manifold Transform.	Minimalistic Unsupervised Representation Learning	Minimalistic Unsupervised Representation Learning with the Sparse Manifold Transform.
10	Neural causal feature selection	high-dimensional biological data.	GEASS: Neural causal feature selection for high-dimensional biological data.
10	Attention-Based Layer Freezing.	An Efficient Training Framework	SmartFRZ: An Efficient Training Framework using Attention-Based Layer Freezing.
8	The In-Sample Softmax	Offline Reinforcement Learning.	The In-Sample Softmax for Offline Reinforcement Learning.
10	Few-shot Pseudo-supervised Contrastive Learning.	Unsupervised Meta-learning	Unsupervised Meta-learning via Few-shot Pseudo-supervised Contrastive Learning.
8	Contrastive Latent Variables.	Guiding Energy-based Models	Guiding Energy-based Models via Contrastive Latent Variables.
10			Implicit regularization in Heavy-ball momentum accelerated stochastic gradient descent.
11	Real-time variational method	learning neural trajectory and its dynamics.	Real-time variational method for learning neural trajectory and its dynamics.
8	Energy-Inspired Self-Supervised Pretraining	Vision Models.	Energy-Inspired Self-Supervised Pretraining for Vision Models.
6			Binding Language Models in Symbolic Languages.
12			Evolve Smoothly, Fit Consistently: Learning Smooth Latent Dynamics For Advection-Dominated Systems.
8			BC-IRL: Learning Generalizable Reward Functions from Demonstrations.
10	a physics-informed convolutional network.	dynamical systems embedding	Phase2vec: dynamical systems embedding with a physics-informed convolutional network.
6			gDDIM: Generalized denoising diffusion implicit models.
7	Extrapolation.	Speeding Up Federated Averaging	FedExP: Speeding Up Federated Averaging via Extrapolation.
7	Serving Graph Compression	Graph Neural Networks.	Serving Graph Compression for Graph Neural Networks.
12			Learning MLPs on Graphs: A Unified View of Effectiveness, Robustness, and Efficiency.
5			Contrastive Audio-Visual Masked Autoencoder.
10			The Asymmetric Maximum Margin Bias of Quasi-Homogeneous Neural Networks.
6	Optimal Transport	Offline Imitation Learning.	Optimal Transport for Offline Imitation Learning.
18	Is Reinforcement Learning (Not)	Benchmarks, Baselines, and Building Blocks for Natural Language Policy Optimization.	Is Reinforcement Learning (Not) for Natural Language Processing: Benchmarks, Baselines, and Building Blocks for Natural Language Policy Optimization.
9			Learning multi-scale local conditional probability models of images.
10	A Theory of Functional Cell Types.	Disentanglement	Disentanglement with Biological Constraints: A Theory of Functional Cell Types.
8	face interaction graph networks.	Learning rigid dynamics	Learning rigid dynamics with face interaction graph networks.
13	a Notion of Rank	Nonlinear Functions.	Implicit Bias of Large Depth Networks: a Notion of Rank for Nonlinear Functions.
7	Multilayer Mean-Field Networks.	Depth Separation	Depth Separation with Multilayer Mean-Field Networks.
10	History-dependent Noise.	Deep Causal Temporal Relationship Learning	Rhino: Deep Causal Temporal Relationship Learning with History-dependent Noise.
11	Linguistic Invariances	Uncertainty Estimation in Natural Language Generation.	Semantic Uncertainty: Linguistic Invariances for Uncertainty Estimation in Natural Language Generation.
8			DINO as a von Mises-Fisher mixture model.
11	Associative Memory Augmented Asynchronous Spatiotemporal Representation Learning	Event-based Perception.	Associative Memory Augmented Asynchronous Spatiotemporal Representation Learning for Event-based Perception.
9	contRol Transformers.	Self-supervised Multi-task pretrAining	SMART: Self-supervised Multi-task pretrAining with contRol Transformers.
8	Reinforcement Learning.	Test-Time Prompt Editing	TEMPERA: Test-Time Prompt Editing via Reinforcement Learning.
5			Provable Defense Against Geometric Transformations.
11	Last Layer Re-Training is Sufficient	Robustness to Spurious Correlations.	Last Layer Re-Training is Sufficient for Robustness to Spurious Correlations.
9	Human-Friendly Prototypes.	Towards Interpretable Deep Reinforcement Learning	Towards Interpretable Deep Reinforcement Learning with Human-Friendly Prototypes.
11	Latent Symmetry.	The Surprising Effectiveness of Equivariant Models in Domains	The Surprising Effectiveness of Equivariant Models in Domains with Latent Symmetry.
10	Mixture of Cluster-conditional Experts.	Task-customized Masked Autoencoder	Task-customized Masked Autoencoder via Mixture of Cluster-conditional Experts.
12	Modeling the Data-Generating Process is Necessary	Out-of-Distribution Generalization.	Modeling the Data-Generating Process is Necessary for Out-of-Distribution Generalization.
7			Using Language to Extend to Unseen Domains.
12			Can We Find Nash Equilibria at a Linear Rate in Markov Games?
5			Hebbian Deep Learning Without Feedback.
13	A probabilistic framework	task-aligned intra- and inter-area neural manifold estimation.	A probabilistic framework for task-aligned intra- and inter-area neural manifold estimation.
9	Leveraging Training Dynamics.	Unearthing Data Subsets	Metadata Archaeology: Unearthing Data Subsets by Leveraging Training Dynamics.
9	Proposal-Contrastive Pretraining	Object Detection from Fewer Data.	Proposal-Contrastive Pretraining for Object Detection from Fewer Data.
10	Factor of Variation Annotations.	Understanding Model Mistakes	ImageNet-X: Understanding Model Mistakes with Factor of Variation Annotations.
11	Ensembled Adversarial Queries.	Better Membership Inference	Canary in a Coalmine: Better Membership Inference with Ensembled Adversarial Queries.
7			Choreographer: Learning and Adapting Skills in Imagination.
5			Learning About Progress From Experts.
8	Automated Data Augmentations.	Learning Fair Graph Representations	Learning Fair Graph Representations via Automated Data Augmentations.
10			Emergence of Maps in the Memories of Blind Navigation Agents.
8	Spectral Augmentation	Self-Supervised Learning on Graphs.	Spectral Augmentation for Self-Supervised Learning on Graphs.
11	Neural Function Approximation.	Provably Efficient Algorithm for Offline RL	VIPeR: Provably Efficient Algorithm for Offline RL with Neural Function Approximation.
7	rotation-invariant kernels.	Self-supervised learning	Self-supervised learning with rotation-invariant kernels.
10			Neuromechanical Autoencoders: Learning to Couple Elastic and Neural Network Nonlinearity.
12	Value-Implicit Pre-Training.	Towards Universal Visual Reward and Representation	VIP: Towards Universal Visual Reward and Representation via Value-Implicit Pre-Training.
9	Kernel Density Estimation.	Subquadratic Algorithms for Kernel Matrices	Subquadratic Algorithms for Kernel Matrices via Kernel Density Estimation.
10	A Higher Precision Algorithm	Computing the $1$-Wasserstein Distance.	A Higher Precision Algorithm for Computing the $1$-Wasserstein Distance.
5	adversarial training.	Revisiting adapters	Revisiting adapters with adversarial training.
7			UNICORN: A Unified Backdoor Trigger Inversion Framework.
9			ExpressivE: A Spatio-Functional Embedding For Knowledge Graph Completion.
7	Localized Randomized Smoothing	Collective Robustness Certification.	Localized Randomized Smoothing for Collective Robustness Certification.
8			Learning Probabilistic Topological Representations Using Discrete Morse Theory.
5			Model-based Causal Bayesian Optimization.
9			Training language models to summarize narratives improves brain alignment.
3			Dual Algorithmic Reasoning.
9	A Primal-Dual Framework	Transformers and Neural Networks.	A Primal-Dual Framework for Transformers and Neural Networks.
8			Fisher-Legendre (FishLeg) optimization of deep neural networks.
15	Independent Tokens.	3D Human Pose and Shape Estimation	Capturing the Motion of Every Joint: 3D Human Pose and Shape Estimation with Independent Tokens.
12	activity sparsity and sparse back-propagation through time.	Efficient recurrent architectures	Efficient recurrent architectures through activity sparsity and sparse back-propagation through time.
13	Rectified Flow.	Learning to Generate and Transfer Data	Flow Straight and Fast: Learning to Generate and Transfer Data with Rectified Flow.
10			Inequality phenomenon in l∞-adversarial training, and its unrealized threats.
6			Learning Diffusion Bridges on Constrained Domains.
9	Self-supervised Object-centric Representations.	Unsupervised Semantic Segmentation	Unsupervised Semantic Segmentation with Self-supervised Object-centric Representations.
7			Indiscriminate Poisoning Attacks on Unsupervised Contrastive Learning.
9	Decompositional Generation Process	Instance-Dependent Partial Label Learning.	Decompositional Generation Process for Instance-Dependent Partial Label Learning.
9	Building a Subspace of Policies	Scalable Continual Learning.	Building a Subspace of Policies for Scalable Continual Learning.
10			Not All Tasks Are Born Equal: Understanding Zero-Shot Generalization.
12	a First-order Interior Point-based Method.	Solving Constrained Variational Inequalities	Solving Constrained Variational Inequalities via a First-order Interior Point-based Method.
6			Symmetric Pruning in Quantum Neural Networks.
10	M Sparsity	the Neural Gradients.	Minimum Variance Unbiased N: M Sparsity for the Neural Gradients.
9			Knowledge-in-Context: Towards Knowledgeable Semi-Parametric Language Models.
9	Mosaic Representation Learning	Self-supervised Visual Pre-training.	Mosaic Representation Learning for Self-supervised Visual Pre-training.
9	A Differentiable Environment	Benchmarking Complex Fluid Manipulation.	FluidLab: A Differentiable Environment for Benchmarking Complex Fluid Manipulation.
5	Flow Matching	Generative Modeling.	Flow Matching for Generative Modeling.
13	Physics Augmented Continuum Neural Radiance Fields	Geometry-Agnostic System Identification.	PAC-NeRF: Physics Augmented Continuum Neural Radiance Fields for Geometry-Agnostic System Identification.
11			CLIP-Dissect: Automatic Description of Neuron Representations in Deep Vision Networks.
9	Lipschitz Regularizer.	Improving Sequence Modeling	Data Continuity Matters: Improving Sequence Modeling with Lipschitz Regularizer.
13	Multi-Turn Program Synthesis.	An Open Large Language Model for Code	CodeGen: An Open Large Language Model for Code with Multi-Turn Program Synthesis.
11	A Suite of Metrics	Scoring Step-by-Step Reasoning.	ROSCOE: A Suite of Metrics for Scoring Step-by-Step Reasoning.
7	Re-calibrating Feature Attributions	Model Interpretation.	Re-calibrating Feature Attributions for Model Interpretation.
4			Adversarial Diversity in Hanabi.
11	General Function Approximation via Augmented Lagrangian.	Optimal Conservative Offline RL	Optimal Conservative Offline RL with General Function Approximation via Augmented Lagrangian.
7	Retrieving the Docs.	Generating Code	DocPrompting: Generating Code by Retrieving the Docs.
12	Unified Representation and Behavior Distillation.	A System for Morphology-Task Generalization	A System for Morphology-Task Generalization via Unified Representation and Behavior Distillation.
7	mechanistic interpretability.	Progress measures for grokking	Progress measures for grokking via mechanistic interpretability.
8			PiFold: Toward effective and efficient protein inverse folding.
4	Planning Goals	Exploration.	Planning Goals for Exploration.
7			Learning Sparse Group Models Through Boolean Relaxation.
7			MeshDiffusion: Score-based Generative 3D Mesh Modeling.
14	Unified Structural Condition and Sharp Sample-Efficient Algorithms.	Partially Observable RL	Partially Observable RL with B-Stability: Unified Structural Condition and Sharp Sample-Efficient Algorithms.
7	Heckman-type Selection Models.	Domain Generalization	Domain Generalization via Heckman-type Selection Models.
10	A CMDP-within-online framework	Meta-Safe Reinforcement Learning.	A CMDP-within-online framework for Meta-Safe Reinforcement Learning.
8			Effects of Graph Convolutions in Multi-layer Networks.
5			Post-hoc Concept Bottleneck Models.
10	Noisy Labels.	When Source-Free Domain Adaptation Meets Learning	When Source-Free Domain Adaptation Meets Learning with Noisy Labels.
9	SGD.	Neural Networks Efficiently Learn Low-Dimensional Representations	Neural Networks Efficiently Learn Low-Dimensional Representations with SGD.
6			Does Zero-Shot Reinforcement Learning Exist?
4			Hyperbolic Deep Reinforcement Learning.
8	Learning Controllable Adaptive Simulation	Multi-resolution Physics.	Learning Controllable Adaptive Simulation for Multi-resolution Physics.
14			Where to Begin? On the Impact of Pre-Training and Initialization in Federated Learning.
7	Composite Networks.	Parametrizing Product Shape Manifolds	Parametrizing Product Shape Manifolds by Composite Networks.
11	Is Adversarial Training Really a Silver Bullet	Mitigating Data Poisoning?	Is Adversarial Training Really a Silver Bullet for Mitigating Data Poisoning?
4	Stochastic Orders.	Learning	Learning with Stochastic Orders.
6	Benchmarking Fairness	Medical Imaging.	MEDFAIR: Benchmarking Fairness for Medical Imaging.
6	Neural Design	Genetic Perturbation Experiments.	Neural Design for Genetic Perturbation Experiments.
7			Efficient Discrete Multi Marginal Optimal Transport Regularization.
12			Unmasking the Lottery Ticket Hypothesis: What's Encoded in a Winning Ticket's Mask?
6			Quantifying Memorization Across Neural Language Models.
10	Rich Task Distributions.	A Platform for Understanding Generalization	Powderworld: A Platform for Understanding Generalization via Rich Task Distributions.
11	Out-of-Distribution Detection and Selective Generation	Conditional Language Models.	Out-of-Distribution Detection and Selective Generation for Conditional Language Models.
10			Differentially Private $L_2$-Heavy Hitters in the Sliding Window Model.
10	Neural Time Fields	Physics-Informed Robot Motion Planning.	NTFields: Neural Time Fields for Physics-Informed Robot Motion Planning.
11	inverse Coefficient of Variation on Gradients.	Zero-shot NAS	ZiCo: Zero-shot NAS via inverse Coefficient of Variation on Gradients.
13			Pink Noise Is All You Need: Colored Noise Exploration in Deep Reinforcement Learning.
6			STaSy: Score-based Tabular data Synthesis.
8			A Unified Algebraic Perspective on Lipschitz Neural Networks.
12			The Influence of Learning Rule on Representation Dynamics in Wide Neural Networks.
12	Inference-time Latent-code Learning.	Few-shot Cross-domain Image Generation	Few-shot Cross-domain Image Generation via Inference-time Latent-code Learning.
10			RLx2: Training a Sparse Deep Reinforcement Learning Model from Scratch.
11			Sparsity May Cry: Let Us Fail (Current) Sparse Neural Networks Together!
12			Sparse MoE as the New Dropout: Scaling Dense and Self-Slimmable Transformers.
12			Adversarial Training of Self-supervised Monocular Depth Estimation against Physical-World Attacks.
4			Sparsity-Constrained Optimal Transport.
16	Turning the Curse of Heterogeneity in Federated Learning into a Blessing	Out-of-Distribution Detection.	Turning the Curse of Heterogeneity in Federated Learning into a Blessing for Out-of-Distribution Detection.
9	Energy Constrained Diffusion.	Scalable (Graph) Transformers Induced	DIFFormer: Scalable (Graph) Transformers Induced by Energy Constrained Diffusion.
9	Diffusion Modeling	Population Dynamics.	Neural Lagrangian Schrödinger Bridge: Diffusion Modeling for Population Dynamics.
19			Loss Landscapes are All You Need: Neural Network Generalization Can Be Explained Without the Implicit Bias of Gradient Descent.
11	Self-Guided Noise-Free Data Generation	Efficient Zero-Shot Learning.	Self-Guided Noise-Free Data Generation for Efficient Zero-Shot Learning.
11			D4FT: A Deep Learning Approach to Kohn-Sham Density Functional Theory.
12	Weight Space Rotation	Class-Incremental Few-Shot Learning.	Warping the Space: Weight Space Rotation for Class-Incremental Few-Shot Learning.
8	Denoising for Molecular Property Prediction.	Pre-training	Pre-training via Denoising for Molecular Property Prediction.
4			Martingale Posterior Neural Processes.
12	On the Usefulness of Embeddings, Clusters and Strings	Text Generation Evaluation.	On the Usefulness of Embeddings, Clusters and Strings for Text Generation Evaluation.
12	Embodied Exploration	Reinforcement Learning in Overactuated and Musculoskeletal Systems.	DEP-RL: Embodied Exploration for Reinforcement Learning in Overactuated and Musculoskeletal Systems.
9			The Symmetric Generalized Eigenvalue Problem as a Nash Equilibrium.
10			EA-HAS-Bench: Energy-aware Hyperparameter and Architecture Search Benchmark.
10			MARS: Meta-learning as Score Matching in the Function Space.
8	Faster Gradient-Free Methods	Escaping Saddle Points.	Faster Gradient-Free Methods for Escaping Saddle Points.
10			VA-DepthNet: A Variational Approach to Single Image Depth Prediction.
9	Cross-Attention Control.	Prompt-to-Prompt Image Editing	Prompt-to-Prompt Image Editing with Cross-Attention Control.
9	mask guidance.	Diffusion-based semantic image editing	DiffEdit: Diffusion-based semantic image editing with mask guidance.
13			Rarity Score : A New Metric to Evaluate the Uncommonness of Synthesized Images.
9	Corrupted Image Modeling	Self-Supervised Visual Pre-Training.	Corrupted Image Modeling for Self-Supervised Visual Pre-Training.
7	Score Matching.	Semi-Implicit Variational Inference	Semi-Implicit Variational Inference via Score Matching.
8	Exploring Temporally Dynamic Data Augmentation	Video Recognition.	Exploring Temporally Dynamic Data Augmentation for Video Recognition.
11	A General Framework	Sample-Efficient Function Approximation in Reinforcement Learning.	A General Framework for Sample-Efficient Function Approximation in Reinforcement Learning.
5			Adversarial Attacks on Adversarial Bandits.
10	Linear Constraints.	Ensuring DNN Solution Feasibility for Optimization Problems	Ensuring DNN Solution Feasibility for Optimization Problems with Linear Constraints.
9	Simple Yet Effective Graph Contrastive Learning	Recommendation.	LightGCL: Simple Yet Effective Graph Contrastive Learning for Recommendation.
8	Masked Image Modeling Transformer	Video Compression.	MIMT: Masked Image Modeling Transformer for Video Compression.
10	State Space Models.	Towards Language Modeling	Hungry Hungry Hippos: Towards Language Modeling with State Space Models.
14	Attractive and Repulsive Forces for Graph Neural Networks.	Allen-Cahn Message Passing	ACMP: Allen-Cahn Message Passing with Attractive and Repulsive Forces for Graph Neural Networks.
8	Generalizing Transformers	Graph-Structured Tasks.	Relational Attention: Generalizing Transformers for Graph-Structured Tasks.
8			Distilling Model Failures as Directions in Latent Space.
15			Combinatorial-Probabilistic Trade-Off: P-Values of Community Properties Test in the Stochastic Block Models.
10	Continuized Acceleration	Quasar Convex Functions in Non-Convex Optimization.	Continuized Acceleration for Quasar Convex Functions in Non-Convex Optimization.
7			Learning Soft Constraints From Constrained Expert Demonstrations.
9	Learning to Grow Pretrained Models	Efficient Transformer Training.	Learning to Grow Pretrained Models for Efficient Transformer Training.
9	A Generative Model	Code Infilling and Synthesis.	InCoder: A Generative Model for Code Infilling and Synthesis.
12	A Unified Model	Vision, Language, and Multi-modal Tasks.	UNIFIED-IO: A Unified Model for Vision, Language, and Multi-modal Tasks.
8			Benchmarking Offline Reinforcement Learning on Real-Robot Hardware.
9	Curriculum of Data Augmentation	Long-tailed Recognition.	CUDA: Curriculum of Data Augmentation for Long-tailed Recognition.
8	Vision Transformers.	Learning to Estimate Shapley Values	Learning to Estimate Shapley Values with Vision Transformers.
14	A framework	benchmarking Class-out-of-distribution detection and its application to ImageNet.	A framework for benchmarking Class-out-of-distribution detection and its application to ImageNet.
5			Retrieval-based Controllable Molecule Generation.
6			Stochastic Multi-Person 3D Motion Forecasting.
10	Sign and Basis Invariant Networks	Spectral Graph Representation Learning.	Sign and Basis Invariant Networks for Spectral Graph Representation Learning.
12	Sequential Latent Variable Models	Few-Shot High-Dimensional Time-Series Forecasting.	Sequential Latent Variable Models for Few-Shot High-Dimensional Time-Series Forecasting.
5	Compiler Representations.	Code Translation	Code Translation with Compiler Representations.
5			Omnigrok: Grokking Beyond Algorithmic Data.
5			Flow Annealed Importance Sampling Bootstrap.
7			Continual Unsupervised Disentangling of Self-Organizing Representations.
11	Provable Convergence.	Fast Training of GNNs via Subgraph Sampling	LMC: Fast Training of GNNs via Subgraph Sampling with Provable Convergence.
6			Programmatically Grounded, Compositionally Generalizable Robotic Manipulation.
7	Diffusion Models.	Vectorized Sketch Generation	SketchKnitter: Vectorized Sketch Generation with Diffusion Models.
11			A Model or 603 Exemplars: Towards Memory-Efficient Class-Incremental Learning.
6	Toeplitz Neural Network	Sequence Modeling.	Toeplitz Neural Network for Sequence Modeling.
6	Learnt Couplings.	Quantum Annealing	QuAnt: Quantum Annealing with Learnt Couplings.
13			Towards Effective and Interpretable Human-Agent Collaboration in MOBA Games: A Communication Perspective.
7			On the complexity of nonsmooth automatic differentiation.
