len	idea	target	title
10	A faster and better encoder	automatic speech recognition	Zipformer: A faster and better encoder for automatic speech recognition
12	Planning, Long Context Understanding, and Program Synthesis	A Real-World WebAgent	A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis
9			Multi-granularity Correspondence Learning from Long-term Noisy Videos
8			Detecting, Explaining, and Mitigating Memorization in Diffusion Models
7	Provable Compositional Generalization	Object-Centric Learning	Provable Compositional Generalization for Object-Centric Learning
13			BooookScore: A systematic exploration of book-length summarization in the era of LLMs
10			LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models
8	Text-Based Decomposition	Interpreting CLIP's Image Representation	Interpreting CLIP's Image Representation via Text-Based Decomposition
12	Score-based Diffusion in Latent Space	Mixed-Type Tabular Data Synthesis	Mixed-Type Tabular Data Synthesis with Score-based Diffusion in Latent Space
8	Growing Libraries	Neural Theorem Proving	LEGO-Prover: Neural Theorem Proving with Growing Libraries
4			Vision Transformers Need Registers
6	World Models	Mastering Memory Tasks	Mastering Memory Tasks with World Models
5	Instruction Backtranslation	Self-Alignment	Self-Alignment with Instruction Backtranslation
8	One-shot Empirical Privacy Estimation	Federated Learning	One-shot Empirical Privacy Estimation for Federated Learning
13	Multilingual Federated Prompt Tuning	Low-Resource Languages	Breaking Physical and Linguistic Borders: Multilingual Federated Prompt Tuning for Low-Resource Languages
11			On the generalization capacity of neural networks during generic multimodal reasoning
11			Learning Mean Field Games on Sparse Graphs: A Hybrid Graphex Approach
7	Out-of-Variable Generalisation	Discriminative Models	Out-of-Variable Generalisation for Discriminative Models
9	Privacy-preserving Contextual Prompting	Enhancing Small Medical Learners	Enhancing Small Medical Learners with Privacy-preserving Contextual Prompting
17	Image Content Suppression	Text-to-Image Diffusion Models	Get What You Want, Not What You Don't: Image Content Suppression for Text-to-Image Diffusion Models
9	Fast and unified path gradient estimators	normalizing flows	Fast and unified path gradient estimators for normalizing flows
10	Equivariant Elliptic-Paraboloid Interface Prediction	Rigid Protein-Protein Docking	Rigid Protein-Protein Docking via Equivariant Elliptic-Paraboloid Interface Prediction
6			A ROBUST DIFFERENTIAL NEURAL ODE OPTIMIZER
9	A Generalized Framework	Partial Order Embeddings	Shadow Cones: A Generalized Framework for Partial Order Embeddings
8			How do Language Models Bind Entities in Context?
10	Overlaps	On the Limitations of Temperature Scaling for Distributions	On the Limitations of Temperature Scaling for Distributions with Overlaps
12	Frozen CLIP is A Strong Teacher	Open-Vocabulary Action Recognition	FROSTER: Frozen CLIP is A Strong Teacher for Open-Vocabulary Action Recognition
7			Detecting Pretraining Data from Large Language Models
8			Neural Processing of Tri-Plane Hybrid Neural Fields
9	Contrastive Learning of Sentence Embeddings	Set Operations	SetCSE: Set Operations using Contrastive Learning of Sentence Embeddings
5			AgentBench: Evaluating LLMs as Agents
10	Seamless Code Integration in LLMs	Enhanced Mathematical Reasoning	MathCoder: Seamless Code Integration in LLMs for Enhanced Mathematical Reasoning
7	Fisher Information Metrics	Perceptual Scales Predicted	Perceptual Scales Predicted by Fisher Information Metrics
6	An Efficient Tester-Learner	Halfspaces	An Efficient Tester-Learner for Halfspaces
11			Byzantine Robust Cooperative Multi-Agent Reinforcement Learning as a Bayesian Game
10			Revisit and Outstrip Entity Alignment: A Perspective of Generative Models
11	One Shot Using All-Purpose Feature Matching	Segment Anything	Matcher: Segment Anything with One Shot Using All-Purpose Feature Matching
8			Generating Pragmatic Examples to Train Neural Program Synthesizers
8	A Quadratic Synchronization Rule	Distributed Deep Learning	A Quadratic Synchronization Rule for Distributed Deep Learning
8	In defense of parameter sharing	model-compression	In defense of parameter sharing for model-compression
6			Image Translation as Diffusion Visual Programmers
9			Achieving Fairness in Multi-Agent MDP Using Reinforcement Learning
10			Consistency Trajectory Models: Learning Probability Flow ODE Trajectory of Diffusion
11	Image Background Serves as Good Proxy	Out-of-distribution Data	Image Background Serves as Good Proxy for Out-of-distribution Data
6	Incentivized Truthful Communication	Federated Bandits	Incentivized Truthful Communication for Federated Bandits
6			Chain of Log-Concave Markov Chains
14	Multimodal Large Language Models	Versatile Data Cleanser based on Visual-Linguistic Inconsistency	VDC: Versatile Data Cleanser based on Visual-Linguistic Inconsistency by Multimodal Large Language Models
15	Extremely Sparse Labeled Data	Variance-enlarged Poisson Learning for Graph-based Semi-Supervised Learning	Variance-enlarged Poisson Learning for Graph-based Semi-Supervised Learning with Extremely Sparse Labeled Data
9	Self-Supervision	Emergent Spatial-Temporal Scene Decomposition	EmerNeRF: Emergent Spatial-Temporal Scene Decomposition via Self-Supervision
11			Towards Assessing and Benchmarking Risk-Return Tradeoff of Off-Policy Evaluation
3			Safe Collaborative Filtering
7	Hybrid Sharing	Multi-Label Image Classification	Hybrid Sharing for Multi-Label Image Classification
12	Bayes Conditional Distribution Estimation	Knowledge Distillation Based on Conditional Mutual Information	Bayes Conditional Distribution Estimation for Knowledge Distillation Based on Conditional Mutual Information
10	Language Guided Routing for Multilingual Machine Translation	Sparse MoE	Sparse MoE with Language Guided Routing for Multilingual Machine Translation
8			Conversational Drug Editing Using Retrieval and Domain Feedback
9	Bidirectional Temporal Diffusion Model	Temporally Consistent Human Animation	Bidirectional Temporal Diffusion Model for Temporally Consistent Human Animation
12	Supervised Pretraining	Provable In-Context Reinforcement Learning	Transformers as Decision Makers: Provable In-Context Reinforcement Learning via Supervised Pretraining
9	the Best of both Worlds	Bandits	Bandits with Replenishable Knapsacks: the Best of both Worlds
7	Reading Comprehension	Adapting Large Language Models	Adapting Large Language Models via Reading Comprehension
11	Adjoint Sensitivity Method	Gradient Backpropagation of Diffusion Probabilistic Models	AdjointDPM: Adjoint Sensitivity Method for Gradient Backpropagation of Diffusion Probabilistic Models
9	Is Self-Repair a Silver Bullet	Code Generation?	Is Self-Repair a Silver Bullet for Code Generation?
10			Un-Mixing Test-Time Normalization Statistics: Combatting Label Temporal Correlation
9			Revisiting the Last-Iterate Convergence of Stochastic Gradient Methods
11	Model Averaging	A Recipe for Improved Pruning	Sparse Model Soups: A Recipe for Improved Pruning via Model Averaging
15	Emergent mechanisms	long timescales depend on training curriculum and affect performance in memory tasks	Emergent mechanisms for long timescales depend on training curriculum and affect performance in memory tasks
7			Retrieval meets Long Context Large Language Models
13	Low-rank plus Quantized Matrix Decomposition	Efficient Language Model Finetuning	LQ-LoRA: Low-rank plus Quantized Matrix Decomposition for Efficient Language Model Finetuning
10	Combining Rate and Temporal Information	Threaten Spiking Neural Networks	Threaten Spiking Neural Networks through Combining Rate and Temporal Information
11	Better, Faster, Simpler Attentional Copulas	Multivariate Time Series	TACTiS-2: Better, Faster, Simpler Attentional Copulas for Multivariate Time Series
9	Synthetic Tasks	Teaching Language Models to Hallucinate Less	Teaching Language Models to Hallucinate Less with Synthetic Tasks
9	Robust Optimization	Adversarial Debiasing	On the Fairness ROAD: Robust Optimization for Adversarial Debiasing
6	Exploring Target Representations	Masked Autoencoders	Exploring Target Representations for Masked Autoencoders
5	Additive Personalization	Federated Recommendation	Federated Recommendation with Additive Personalization
8	Robust Model-Based Optimization	Challenging Fitness Landscapes	Robust Model-Based Optimization for Challenging Fitness Landscapes
10			Towards Training Without Depth Limits: Batch Normalization Without Gradient Explosion
9	enhanced generalization	Learning to design protein-protein interactions	Learning to design protein-protein interactions with enhanced generalization
6			Statistical Rejection Sampling Improves Preference Optimization
12	Post-hoc Attention Steering	LLMs	Tell Your Model Where to Attend: Post-hoc Attention Steering for LLMs
8	Principle-Following Reward Models	Self-Alignment	SALMON: Self-Alignment with Principle-Following Reward Models
8			Towards 3D Molecule-Text Interpretation in Language Models
10	Correlated Noise Provably Beats Independent Noise	Differentially Private Learning	Correlated Noise Provably Beats Independent Noise for Differentially Private Learning
7			Elucidating the Exposure Bias in Diffusion Models
7	Diffusion Behavior	Score Regularized Policy Optimization	Score Regularized Policy Optimization through Diffusion Behavior
14			Navigating Dataset Documentations in AI: A Large-Scale Analysis of Dataset Cards on HuggingFace
10	Text-Prompted Geometric Control	Object Detection Data Generation	GeoDiffusion: Text-Prompted Geometric Control for Object Detection Data Generation
9	On the Stability of Expressive Positional Encodings	Graphs	On the Stability of Expressive Positional Encodings for Graphs
13			Are Bert Family Good Instruction Followers? A Study on Their Potential And Limitations
7			A Restoration Network as an Implicit Prior
8	Image Tagging	Guiding Vision-Language Model	Tag2Text: Guiding Vision-Language Model via Image Tagging
12	PROtotype GRAph Model based Pseudo-Label Learning	Test-Time Adaptation	PROGRAM: PROtotype GRAph Model based Pseudo-Label Learning for Test-Time Adaptation
9	Privacy-Preserving In-Context Learning	Large Language Models	Privacy-Preserving In-Context Learning for Large Language Models
8			ADOPD: A Large-Scale Document Page Decomposition Dataset
12	In-Context Learning	Rethinking Alignment	The Unlocking Spell on Base LLMs: Rethinking Alignment via In-Context Learning
9	Toward Student-oriented Teacher Network Training	Knowledge Distillation	Toward Student-oriented Teacher Network Training for Knowledge Distillation
8	Consistency-guided Prompt Learning	Vision-Language Models	Consistency-guided Prompt Learning for Vision-Language Models
11			On the Effect of Batch Size in Byzantine-Robust Distributed Learning
15	global-local learning via balanced excitatory and inhibitory mechanism	Adaptive deep spiking neural network	Adaptive deep spiking neural network with global-local learning via balanced excitatory and inhibitory mechanism
5	Sparsistency	inverse optimal transport	Sparsistency for inverse optimal transport
5	Scalable Diffusion	Materials Generation	Scalable Diffusion for Materials Generation
14	Learnable Under-sampling Mask Vision Transformer	Bandwidth Limited Optical Signal Acquisition	LUM-ViT: Learnable Under-sampling Mask Vision Transformer for Bandwidth Limited Optical Signal Acquisition
12			Navigating Text-To-Image Customization: From LyCORIS Fine-Tuning to Model Evaluation
9	Noisy Labels	Robust Classification via Regression for Learning	Robust Classification via Regression for Learning with Noisy Labels
7	Kernel Stein Discrepancies	Counterfactual Density Estimation	Counterfactual Density Estimation using Kernel Stein Discrepancies
9			Game-Theoretic Robust Reinforcement Learning Handles Temporally-Coupled Perturbations
8			Mixture of Weak and Strong Experts on Graphs
10	Large Learning Rate	Benign Oscillation of Stochastic Gradient Descent	Benign Oscillation of Stochastic Gradient Descent with Large Learning Rate
8	Continuous Length Extrapolation	Large Language Models	CLEX: Continuous Length Extrapolation for Large Language Models
11	Revealing the Devil in Transformer's Details	Multi-View Stereo	MVSFormer++: Revealing the Devil in Transformer's Details for Multi-View Stereo
8			AutoVP: An Automated Visual Prompting Framework and Benchmark
10			STARC: A General Framework For Quantifying Differences Between Reward Functions
10	Batch normalization is sufficient	universal function approximation in CNNs	Batch normalization is sufficient for universal function approximation in CNNs
9			YaRN: Efficient Context Window Extension of Large Language Models
17			Score-based generative models break the curse of dimensionality in learning a family of sub-Gaussian distributions
11	Conditional Front-Door Adjustment and Identifiable Variational Autoencoder	Causal Inference	Causal Inference with Conditional Front-Door Adjustment and Identifiable Variational Autoencoder
10			On the Hardness of Constrained Cooperative Multi-Agent Reinforcement Learning
12	Ground Remote Alignment	Remote Sensing Vision-Language Foundation Models without Annotations	Remote Sensing Vision-Language Foundation Models without Annotations via Ground Remote Alignment
9	Geometry-Aware Projective Mapping	Unbounded Neural Radiance Fields	Geometry-Aware Projective Mapping for Unbounded Neural Radiance Fields
14	Independent-Set Design of Experiments	Estimating Treatment and Spillover Effects under Network Interference	Independent-Set Design of Experiments for Estimating Treatment and Spillover Effects under Network Interference
10	Reverse Forward Curriculum Learning	Extreme Sample and Demo Efficiency	Reverse Forward Curriculum Learning for Extreme Sample and Demo Efficiency
12	Answer Candidates for Open-domain QA of LLMs	Summarizing Retrievals	SuRe: Summarizing Retrievals using Answer Candidates for Open-domain QA of LLMs
11	Large-Scale Self-supervised Training	Acoustic Music Understanding Model	MERT: Acoustic Music Understanding Model with Large-Scale Self-supervised Training
9			Are Models Biased on Text without Gender-related Language?
7			Off-Policy Primal-Dual Safe Reinforcement Learning
9			GRAPH-CONSTRAINED DIFFUSION FOR END-TO-END PATH PLANNING
11	GNNs	A Hierarchical Framework for Scalable Graph Visualization	CoRe-GD: A Hierarchical Framework for Scalable Graph Visualization with GNNs
10			Grokking as the transition from lazy to rich training dynamics
7			Fixed-Budget Differentially Private Best Arm Identification
8			Can Large Language Models Infer Causation from Correlation?
10	When should we prefer Decision Transformers	Offline Reinforcement Learning?	When should we prefer Decision Transformers for Offline Reinforcement Learning?
10	the Synthetic	Connecting Real World Re-Identification	Alice Benchmarks: Connecting Real World Re-Identification with the Synthetic
4			General Graph Random Features
5			CODE REPRESENTATION LEARNING AT SCALE
13	Selective Entropy Distillation	Towards Robust and Efficient Cloud-Edge Elastic Model Adaptation	Towards Robust and Efficient Cloud-Edge Elastic Model Adaptation via Selective Entropy Distillation
4			SAS: Structured Activation Sparsification
7	Contrastive Learning	Learning Multi-Agent Communication	Learning Multi-Agent Communication with Contrastive Learning
12			Understanding the Robustness of Randomized Feature Defense Against Query-Based Adversarial Attacks
14	Representative Sub-modules	Towards Modular Code Generation Through Chain of Self-revisions	CodeChain: Towards Modular Code Generation Through Chain of Self-revisions with Representative Sub-modules
17	Closing the gap between time-domain and Fourier-based neural vocoders	high-quality audio synthesis	Vocos: Closing the gap between time-domain and Fourier-based neural vocoders for high-quality audio synthesis
10	Deleting Rows and Columns	Compress Large Language Models	SliceGPT: Compress Large Language Models by Deleting Rows and Columns
8	Hybrid X-Shaped Transformer	Image Denoising	Xformer: Hybrid X-Shaped Transformer for Image Denoising
12	Function Approximation and Human Feedback	Provably Efficient Iterated CVaR Reinforcement Learning	Provably Efficient Iterated CVaR Reinforcement Learning with Function Approximation and Human Feedback
8	Flexible Nonparametric Posterior Sampling	Enhancing Transfer Learning	Enhancing Transfer Learning with Flexible Nonparametric Posterior Sampling
11	Efficient Backdoor Attacks	Deep Neural Networks in Real-world Scenarios	Efficient Backdoor Attacks for Deep Neural Networks in Real-world Scenarios
11	Provable Memory Efficient Self-Play Algorithm	Model-free Reinforcement Learning	Provable Memory Efficient Self-Play Algorithm for Model-free Reinforcement Learning
10			Fine-Tuned Language Models Generate Stable Inorganic Materials as Text
10	Symbolic Equation Learning	Generating Flexible Black-Box Optimizers	SYMBOL: Generating Flexible Black-Box Optimizers through Symbolic Equation Learning
8			Intriguing Properties of Data Attribution on Diffusion Models
9	Paying Less Attention	Improving Vision Transformers	Skip-Attention: Improving Vision Transformers by Paying Less Attention
12	ramifications on two sided markets	Learning in reverse causal strategic environments	Learning in reverse causal strategic environments with ramifications on two sided markets
7			Multilingual Jailbreak Challenges in Large Language Models
10	Threshold-Consistent Margin Loss	Open-World Deep Metric Learning	Threshold-Consistent Margin Loss for Open-World Deep Metric Learning
17			The Expressive Leaky Memory Neuron: an Efficient and Expressive Phenomenological Neuron Model Can Solve Long-Horizon Tasks.
12	Heterophilous Constraints for Metagenomic Contigs Binning	Encoding Unitig-level Assembly Graphs	Encoding Unitig-level Assembly Graphs with Heterophilous Constraints for Metagenomic Contigs Binning
9	Human Memory Mechanisms	A Framework for Inference Inspired	A Framework for Inference Inspired by Human Memory Mechanisms
12	Consistency Models as a Rich and Efficient Policy Class	Reinforcement Learning	Consistency Models as a Rich and Efficient Policy Class for Reinforcement Learning
5	Step	Let's Verify Step	Let's Verify Step by Step
12	Efficient Linear Solvers	Faster Sampling from Log-Concave Densities over Polytopes	Faster Sampling from Log-Concave Densities over Polytopes via Efficient Linear Solvers
9	Reinforcement Learning from Contrastive Distillation	LM Alignment	RLCD: Reinforcement Learning from Contrastive Distillation for LM Alignment
10	TikZ	Text-Guided Synthesis of Scientific Vector Graphics	AutomaTikZ: Text-Guided Synthesis of Scientific Vector Graphics with TikZ
9	Towards Characterizing Domain Counterfactuals	Invertible Latent Causal Models	Towards Characterizing Domain Counterfactuals for Invertible Latent Causal Models
7			On Stationary Point Convergence of PPO-Clip
7	Bayesian Coreset Optimization	Personalized Federated Learning	Bayesian Coreset Optimization for Personalized Federated Learning
9	Bayesian Neural Controlled Differential Equations	Treatment Effect Estimation	Bayesian Neural Controlled Differential Equations for Treatment Effect Estimation
8			DEEP NEURAL NETWORK INITIALIZATION WITH SPARSITY INDUCING ACTIVATIONS
10	Evolving Fourier Transform	Temporal Graphs	Beyond Spatio-Temporal Representations: Evolving Fourier Transform for Temporal Graphs
12	Fine-grained Descriptors	Boost Open Vocabulary Object Detection	LLMs Meet VLMs: Boost Open Vocabulary Object Detection with Fine-grained Descriptors
9	Transitional Dictionary Learning	Bridging Neural and Symbolic Representations	Bridging Neural and Symbolic Representations with Transitional Dictionary Learning
10	Towards Robust Fidelity	Evaluating Explainability of Graph Neural Networks	Towards Robust Fidelity for Evaluating Explainability of Graph Neural Networks
11	Better Long Context Understanding	Pre-trained LLMs	Hierarchical Context Merging: Better Long Context Understanding for Pre-trained LLMs
10	Pixel-wise Gradient Clipping	Enhancing High-Resolution 3D Generation	Enhancing High-Resolution 3D Generation through Pixel-wise Gradient Clipping
8	A Discretization Framework	Robust Contextual Stochastic Optimization	A Discretization Framework for Robust Contextual Stochastic Optimization
10	Isometric Approximation Theorem	Mathematical Justification of Hard Negative Mining	Mathematical Justification of Hard Negative Mining via Isometric Approximation Theorem
9			Implicit Neural Representations and the Algebra of Complex Wavelets
10			Embodied Active Defense: Leveraging Recurrent Feedback to Counter Adversarial Patches
5			MoLE: Mixture of LoRA Experts
11	In-context Autoencoder	Context Compression in a Large Language Model	In-context Autoencoder for Context Compression in a Large Language Model
9	Neural Schrödinger Bridge	Unpaired Image-to-Image Translation	Unpaired Image-to-Image Translation via Neural Schrödinger Bridge
10	Mixture of Prototypes for Out-of-Distribution Detection	Learning	Learning with Mixture of Prototypes for Out-of-Distribution Detection
9	Protein Fragment-Surroundings Alignment	Self-supervised Pocket Pretraining	Self-supervised Pocket Pretraining via Protein Fragment-Surroundings Alignment
9			BEND: Benchmarking DNA Language Models on Biologically Meaningful Tasks
10	A Geometry-Aware Attention Mechanism	Multi-View Transformers	GTA: A Geometry-Aware Attention Mechanism for Multi-View Transformers
7	In-context Exploration-Exploitation	Reinforcement Learning	In-context Exploration-Exploitation for Reinforcement Learning
12			Expected flow networks in stochastic environments and two-player zero-sum games
8	Shortcuts Discovery	Boosting Rationalization	Towards Faithful Explanations: Boosting Rationalization with Shortcuts Discovery
10			Differentially Private SGD Without Clipping Bias: An Error-Feedback Approach
8	Recursively Composed Multi-grained Representations	Augmenting Transformers	Augmenting Transformers with Recursively Composed Multi-grained Representations
10			Adversarial Training on Purification (AToP): Advancing Both Robustness and Generalization
9	Large Language Models as Generalizable Policies	Embodied Tasks	Large Language Models as Generalizable Policies for Embodied Tasks
9	mixture-of-experts	Scaling physics-informed hard constraints	Scaling physics-informed hard constraints with mixture-of-experts
15			The Joint Effect of Task Similarity and Overparameterization on Catastrophic Forgetting — An Analytical Model
9			Learning invariant representations of time-homogeneous stochastic dynamical systems
6			Towards Understanding Sycophancy in Language Models
5			Zero Bubble (Almost) Pipeline Parallelism
11	Uni-Modal Data	Learning Cross-Modal Tasks	Connect, Collapse, Corrupt: Learning Cross-Modal Tasks with Uni-Modal Data
7	World Models	Safe Reinforcement Learning	SafeDreamer: Safe Reinforcement Learning with World Models
8			Evaluating Large Language Models at Evaluating Instruction Following
11	Diffusion Posterior Sampling	A Filtering Perspective	Diffusion Posterior Sampling for Linear Inverse Problem Solving: A Filtering Perspective
11			Does CLIP’s generalization performance mainly stem from high train-test similarity?
8			Dissecting learning and forgetting in language model finetuning
7			Motif: Intrinsic Motivation from Artificial Intelligence Feedback
11			Enhancing One-Shot Federated Learning Through Data and Ensemble Co-Boosting
6	Compositional Preference Models	Aligning LMs	Compositional Preference Models for Aligning LMs
12	Message Passing	Balancing Diversity & Difficulty in Data Pruning	$\mathbb{D}^2$ Pruning: Message Passing for Balancing Diversity & Difficulty in Data Pruning
15	Multi-Step On-Policy Optimization	Unifying Online and Offline Deep Reinforcement Learning	Uni-O4: Unifying Online and Offline Deep Reinforcement Learning with Multi-Step On-Policy Optimization
8	Personalized Knowledge Graphs	Enhancing Healthcare Predictions	GraphCare: Enhancing Healthcare Predictions with Personalized Knowledge Graphs
6	Non-Commutativity	Learning Conditional Invariances	Learning Conditional Invariances through Non-Commutativity
3			Matryoshka Diffusion Models
8	Latent Diffusion in Offline Reinforcement Learning	Reasoning	Reasoning with Latent Diffusion in Offline Reinforcement Learning
7	Partitioning Message Passing	Graph Fraud Detection	Partitioning Message Passing for Graph Fraud Detection
13	How Realistic Is Your Synthetic Data? Constraining Deep Generative Models	Tabular Data	How Realistic Is Your Synthetic Data? Constraining Deep Generative Models for Tabular Data
3			Language Model Inversion
7	Multi-Reward Distillation	Tailoring Self-Rationalizers	Tailoring Self-Rationalizers with Multi-Reward Distillation
4	Conceptual Safeguards	Classification	Classification with Conceptual Safeguards
9	Controlling Vision-Language Models	Multi-Task Image Restoration	Controlling Vision-Language Models for Multi-Task Image Restoration
9			Real-Fake: Effective Training Data Synthesis Through Distribution Matching
10	A Research Library and Benchmark	Vertical Federated Learning	VFLAIR: A Research Library and Benchmark for Vertical Federated Learning
8			Measuring Vision-Language STEM Skills of Neural Models
10	Energy-conserving equivariant GNN	elasticity of lattice architected metamaterials	Energy-conserving equivariant GNN for elasticity of lattice architected metamaterials
