len	idea	target	title
13			SparseProp: Efficient Event-Based Simulation and Training of Sparse Recurrent Spiking Neural Networks.
12	ConRad: Image Constrained Radiance Fields	3D Generation from a Single Image.	ConRad: Image Constrained Radiance Fields for 3D Generation from a Single Image.
4			Fair Canonical Correlation Analysis.
8	DIFUSCO: Graph-based Diffusion Solvers	Combinatorial Optimization.	DIFUSCO: Graph-based Diffusion Solvers for Combinatorial Optimization.
14			Exposing flaws of generative model evaluation metrics and their unfair treatment of diffusion models.
8	Misspecified User Models.	Online Clustering of Bandits	Online Clustering of Bandits with Misspecified User Models.
14			Temporal Conditioning Spiking Latent Variable Models of the Neural Response to Natural Visual Scenes.
7	Two-sided Bandit Feedback.	Double Auctions	Double Auctions with Two-sided Bandit Feedback.
12	Evaluating Graph Neural Networks	Link Prediction: Current Pitfalls and New Benchmarking.	Evaluating Graph Neural Networks for Link Prediction: Current Pitfalls and New Benchmarking.
16	Chest X-ray Images.	EHRXQA: A Multi-Modal Question Answering Dataset for Electronic Health Records	EHRXQA: A Multi-Modal Question Answering Dataset for Electronic Health Records with Chest X-ray Images.
7			Enhancing Robot Program Synthesis Through Environmental Context.
12	ScenarioNet: Open-Source Platform	Large-Scale Traffic Scenario Simulation and Modeling.	ScenarioNet: Open-Source Platform for Large-Scale Traffic Scenario Simulation and Modeling.
8	Inversion Influence Functions.	Understanding Deep Gradient Leakage	Understanding Deep Gradient Leakage via Inversion Influence Functions.
14	Joint Learning of Label and Environment Causal Independence	Graph Out-of-Distribution Generalization.	Joint Learning of Label and Environment Causal Independence for Graph Out-of-Distribution Generalization.
14	Countably Infinite State-Space.	Bayesian Learning of Optimal Policies in Markov Decision Processes	Bayesian Learning of Optimal Policies in Markov Decision Processes with Countably Infinite State-Space.
8			CARE: Modeling Interacting Dynamics Under Temporal Environmental Variation.
6			Diffused Redundancy in Pre-trained Representations.
11	Contrastive Learning.	AI for Interpretable Chemistry: Predicting Radical Mechanistic Pathways	AI for Interpretable Chemistry: Predicting Radical Mechanistic Pathways via Contrastive Learning.
12	Deep Networks.	Randomized Sparse Neural Galerkin Schemes for Solving Evolution Equations	Randomized Sparse Neural Galerkin Schemes for Solving Evolution Equations with Deep Networks.
10	Architectural Design for Federated Visual Recognition.	Handling Data Heterogeneity	Handling Data Heterogeneity via Architectural Design for Federated Visual Recognition.
8			Spatial-frequency channels, shape bias, and adversarial robustness.
14			Optimality in Mean Estimation: Beyond Worst-Case, Beyond Sub-Gaussian, and Beyond 1+α Moments.
15	General Function Approximation and Single-Policy Concentrability.	Provably Efficient Offline Goal-Conditioned Reinforcement Learning	Provably Efficient Offline Goal-Conditioned Reinforcement Learning with General Function Approximation and Single-Policy Concentrability.
11	Weaker Assumptions.	SQ Lower Bounds for Non-Gaussian Component Analysis	SQ Lower Bounds for Non-Gaussian Component Analysis with Weaker Assumptions.
7			Efficient Equivariant Transfer Learning from Pretrained Models.
8	Order Optimal Regret Bounds.	Kernelized Reinforcement Learning	Kernelized Reinforcement Learning with Order Optimal Regret Bounds.
8	Prompt Tuning.	Learning Domain-Aware Detection Head	Learning Domain-Aware Detection Head with Prompt Tuning.
5			Parallel Sampling of Diffusion Models.
5			Fractal Landscapes in Policy Optimization.
5	Moral Responsibility	AI Systems.	Moral Responsibility for AI Systems.
10	Characterizing the Impacts of Semi-supervised Learning	Weak Supervision.	Characterizing the Impacts of Semi-supervised Learning for Weak Supervision.
4			Logarithmic Bayes Regret Bounds.
9	Frequency-Enhanced Data Augmentation	Vision-and-Language Navigation.	Frequency-Enhanced Data Augmentation for Vision-and-Language Navigation.
9	Community Engagement.	Building Socio-culturally Inclusive Stereotype Resources	Building Socio-culturally Inclusive Stereotype Resources with Community Engagement.
8			Language Quantized AutoEncoders: Towards Unsupervised Text-Image Alignment.
10			QuIP: 2-Bit Quantization of Large Language Models With Guarantees.
7			Exploiting Correlated Auxiliary Feedback in Parameterized Bandits.
8			Multi-modal Queried Object Detection in the Wild.
6			H-Consistency Bounds: Characterization and Extensions.
10			Direction-oriented Multi-objective Learning: Simple and Provable Stochastic Algorithms.
7			DeepfakeBench: A Comprehensive Benchmark of Deepfake Detection.
9	Complex 3D Animatable Avatars.	DreamWaltz: Make a Scene	DreamWaltz: Make a Scene with Complex 3D Animatable Avatars.
12	Where2Explore: Few-shot Affordance Learning	Unseen Novel Categories of Articulated Objects.	Where2Explore: Few-shot Affordance Learning for Unseen Novel Categories of Articulated Objects.
8	OpenProteinSet: Training data	structural biology at scale.	OpenProteinSet: Training data for structural biology at scale.
13	Differential Privacy under Continual Observation.	Counting Distinct Elements in the Turnstile Model	Counting Distinct Elements in the Turnstile Model with Differential Privacy under Continual Observation.
9			Demystifying Softmax Gating Function in Gaussian Mixture of Experts.
6			Hybrid Policy Optimization from Imperfect Demonstrations.
12	What is Flagged in Uncertainty Quantification? Latent Density Models	Uncertainty Categorization.	What is Flagged in Uncertainty Quantification? Latent Density Models for Uncertainty Categorization.
10	Datasets and Benchmarks	Nanophotonic Structure and Parametric Design Simulations.	Datasets and Benchmarks for Nanophotonic Structure and Parametric Design Simulations.
13			Efficient Data Subset Selection to Generalize Training Across Models: Transductive and Inductive Networks.
11	NIS3D: A Completely Annotated Benchmark	Dense 3D Nuclei Image Segmentation.	NIS3D: A Completely Annotated Benchmark for Dense 3D Nuclei Image Segmentation.
6			HiBug: On Human-Interpretable Model Debug.
13			A Theoretical Analysis of the Test Error of Finite-Rank Kernel Ridge Regression.
9	a Nonparametric Nadaraya-Watson Head.	Learning Invariant Representations	Learning Invariant Representations with a Nonparametric Nadaraya-Watson Head.
3			Conformalized matrix completion.
13			Mixture Weight Estimation and Model Prediction in Multi-source Multi-target Domain Adaptation.
15	a Bidirectional Text-to-Image Transformer.	CELLE-2: Translating Proteins to Pictures and Back	CELLE-2: Translating Proteins to Pictures and Back with a Bidirectional Text-to-Image Transformer.
7	Text.	HeadSculpt: Crafting 3D Head Avatars	HeadSculpt: Crafting 3D Head Avatars with Text.
10			CBD: A Certified Backdoor Detector Based on Local Dominant Probability.
12	Large Language Models.	SheetCopilot: Bringing Software Productivity to the Next Level	SheetCopilot: Bringing Software Productivity to the Next Level through Large Language Models.
9	Imbalanced Datasets.	Beyond Uniform Sampling: Offline Reinforcement Learning	Beyond Uniform Sampling: Offline Reinforcement Learning with Imbalanced Datasets.
6	Variational Weighting	Kernel Density Ratios.	Variational Weighting for Kernel Density Ratios.
13	Adversarial Examples Exist in Two-Layer ReLU Networks	Low Dimensional Linear Subspaces.	Adversarial Examples Exist in Two-Layer ReLU Networks for Low Dimensional Linear Subspaces.
10	Complexity of Derivative-Free Policy Optimization	Structured H∞ Control.	Complexity of Derivative-Free Policy Optimization for Structured H∞ Control.
9			Meet in the Middle: A New Pre-training Paradigm.
10	Applications to Digital Communication Signals.	Score-based Source Separation	Score-based Source Separation with Applications to Digital Communication Signals.
9			Fair Streaming Principal Component Analysis: Statistical and Algorithmic Viewpoint.
13	DDCoT: Duty-Distinct Chain-of-Thought Prompting	Multimodal Reasoning in Language Models.	DDCoT: Duty-Distinct Chain-of-Thought Prompting for Multimodal Reasoning in Language Models.
7	Uncertain Perturbation Sets.	Adversarially Robust Learning	Adversarially Robust Learning with Uncertain Perturbation Sets.
5			Common Ground in Cooperative Communication.
11			Keep Various Trajectories: Promoting Exploration of Ensemble Policies in Continuous Control.
7			ReSync: Riemannian Subgradient-based Robust Rotation Synchronization.
11			On the Exploration of Local Significant Differences For Two-Sample Test.
12			Fine-Grained Cross-View Geo-Localization Using a Correlation-Aware Homography Estimator.
7	DataPerf: Benchmarks	Data-Centric AI Development.	DataPerf: Benchmarks for Data-Centric AI Development.
9			Non-Smooth Weakly-Convex Finite-sum Coupled Compositional Optimization.
6	Optimal Transport	Treatment Effect Estimation.	Optimal Transport for Treatment Effect Estimation.
9			Initialization Matters: Privacy-Utility Analysis of Overparameterized Neural Networks.
13			Cause-Effect Inference in Location-Scale Noise Models: Maximum Likelihood vs. Independence Testing.
11	M3Exam: A Multilingual, Multimodal, Multilevel Benchmark	Examining Large Language Models.	M3Exam: A Multilingual, Multimodal, Multilevel Benchmark for Examining Large Language Models.
10	Contrastive Radar-Optical Masked Autoencoders.	CROMA: Remote Sensing Representations	CROMA: Remote Sensing Representations with Contrastive Radar-Optical Masked Autoencoders.
6			OpenAGI: When LLM Meets Domain Experts.
11			Neural Frailty Machine: Beyond proportional hazard assumption in neural survival regressions.
9	Probabilistic Context-free Grammar.	Non-autoregressive Machine Translation	Non-autoregressive Machine Translation with Probabilistic Context-free Grammar.
11	Explicit Behavior Density For Offline Reinforcement Learning.	Constrained Policy Optimization	Constrained Policy Optimization with Explicit Behavior Density For Offline Reinforcement Learning.
21	the Only Connect Wall Dataset.	Large Language Models are Fixated by Red Herrings: Exploring Creative Problem Solving and Einstellung Effect	Large Language Models are Fixated by Red Herrings: Exploring Creative Problem Solving and Einstellung Effect using the Only Connect Wall Dataset.
7	Formalizing locality	normative synaptic plasticity models.	Formalizing locality for normative synaptic plasticity models.
8			Exact Verification of ReLU Neural Control Barrier Functions.
9	Application to Image Denoising.	Normalization-Equivariant Neural Networks	Normalization-Equivariant Neural Networks with Application to Image Denoising.
5	Budgeting Counterfactual	Offline RL.	Budgeting Counterfactual for Offline RL.
4			Federated Conditional Stochastic Optimization.
14	Language and Unlabeled Image Collections.	LaFTer: Label-Free Tuning of Zero-shot Classifier	LaFTer: Label-Free Tuning of Zero-shot Classifier using Language and Unlabeled Image Collections.
7	Contextually Affinitive Neighborhood Refinery	Deep Clustering.	Contextually Affinitive Neighborhood Refinery for Deep Clustering.
